row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Maine,II,2,2,0,0,9,1914,1795,700,700,0,0,1095,157
New Hampshire,12,5,5,0,0,7,541,530,221,221,0,0,309,69
Vermont,6,3,2,I,0,3,266,250,148,115,33,0,102,215
Massachusetts,83,38,36,2,0,45,5685,5143,2714,2.440,274,0,2429,3072
Rhode Island .,16,9,7,2,0,7,1042,984,552,451,101,0,432,635
Connecticut,47,26,22,0,4,21,1940,1662,844,813,0,31,818,961
New England,175,83,74,5,4,92,11388,10364,5179,4740,408,31,5185,5109
New York . New Jersey .,288 153,152 62,118 53,7 4,27 5,136 91,"13,122 7.439","10,671 6,191","5,729 2,850","4,295 2,397",269 211,"1,165 242","4,942 3,341","7,524 3,073"
,,,,8,15,140,12025,10710,4990,3679,436,875,5720,4521
Pennsylvania Middle Atlantic,265 706,125 339,102 273,19,47,367,32586,27572,13569,10371,916,2282,14003,15.118
Ohio,210,83,80,2,I,127,16839,15430,6804,6493,253,58,8626,5204
Indiana,97,49,48,0,I,48,5767,5306,2581,2539,0,42,2725,2206
Illinois,200,98,88,2,8,102,8916,7.858,3699,3278,176,245,4159,3938
Michigan,,,,,6,Ill,,,,5262,170,152,,
Wisconsin,219 107,108 43,97 40,5 I,2,64,"12,880 7,349","11.430 6,461","5,584 3,283",2975,70,238,5.846 3.178,"5.445 3,163"
East North Central,833,381,353,10,18,452,51751,46485,21.951,20547,669,735,24534,19956
Iowa,40,19,17,0,2,21,1898,1539,827,777,29,21,712,1100
Minnesota,88,34,32,0,2,54,5861,4966,2271,2.145,0,126,2695,1.745
Missouri,1 I 1,49,44,2,3,62,7255,5782,2694,2595,52,47,3088,2.635
North Dakota,,4,3,0,I,,822,647,305,,0,,342,
South Dakota,9 9,7,7,0,0,5 2,,,,88,,217,90,569
Nebraska,15,6,6,0,0,9,182 946,172 835,82 295,82,0 130,0 0,540,86 91
Kansas,23,8,8,0,0,15,1387,1300,477,165 477,0,0,823,419
,295,127,117,,,168,18351,,,6329,,411,8290,6645
West North Central,,,,2,8,,,15241,6951,,211,,,
