row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Food and kindred products,184,84,83,1,0,100,16831,15048,6666,6477,117,72,8382,6004
Tobacco manufacturers,3,1,1,0,0,2,199,184,50,50,0,0,134,4
Textile mall products,24,9,8,0,1,15,4284,3901,1720,1644,0,76,2181,1297
Apparel and other finished products made from fabnc and similar materials,16,7,6,0,1,9,1562,1396,625,620,0,5,771,465
Lumber and wood products (except furniture),40,17,17,0,0,23,2547,2296,997,997,0,0,1299,1003
Furniture and fixtures Paper and allied products,26,10,9,1,0,16,1875,1677,936,898,37,1,741,1167
"Printing, publishing, and allied products .",38,13,13,0,0,25,2967,2.736,1018,966,52,0,1718,570
,63,27,24,I,2,36,2357,2176,1034,974,20,40,1142,922
Chemicals and allied products,43,12,10,1,1,31,4794,4351,2028,1340,224,464,2323,1650
Petroleum refining and related industries .,11,6,6,0,0,5,407,388,208,208,0,0,180,302
Rubber and miscellaneous plastic products Leather and leather products,48 2,14,13,0,1,34,6637,6.130 41,2159,2152,0,7,3971,1322
,,2,0,0,2,0,62,,41,8,0,33,0,62
"Stone, clay, glass, and concrete products",62,25,24,1,0,37,4179,3817,1742,1698,19,25,2075,"' 1,557"
Primary metal industries,71,34,32,0,2,37,5649,4941,2359,2204,0,155,2582,2816
Fabricated metal products (except machinery and transportation equipment) Machinery (except electrical),106 90,35 33,33 29,0 0,2 4,71 57,"7,969 5,817","7,357 5,502",3295,3033,9 85,253 150,"4,062 3,044","1.912 1,340"
"Electrical and electronic machinery, equipment, and supplies",,,,,,,,,2458,2223,,,,
,39,19,19,0,0,20,3110,2813,1525,1483,0,42,1288,1685
Aircraft and parts,71,32,28,1,3,39,9307,8755,3680,3531,56,93,5075,2731
Ship and boat building and repairing,3,0,0,0,0,3,480,409,"159 1,213",159,0,0,"250 1,076","0 1,512"
"Nutomouve and other transportation equipment Measuring, analyzing, and controlling instruments; photographic, medical,",16,10,10,0,0,6,2477,2289,,1213,0,0,,
and optical goods; watches and clocks Miscellaneous manufacturing industries,9 11,4 6,4 6,0 0,0 0,5 5,"328 1,079",295 960,175 565,161 565,0 0,14 0,120 395,211 876
Manufacturing,976,400,375,6,19,576,84917,77462,34653,32604,619,1430,42809,29408
