row_label,col_1
1-R-2884,Bostorl Herald-Traveler Corp.
2-R-7002,"Boulevard Transit Lines, Inc."
4-R-2177,"Bowers Battery & Spark Plug Co., Inc."
14-R-1653,"Boyd Welsh, Inc."
5-R-2597,"Brasfield, George B. & Co., Inc."
2-R-6547,"Bridgeport Safety Emery Wheel Co., Inc., The."
15-R-1907,Brown Shoe Co.
13-R-3568,"Bryant, Lane, Inc."
24-R-130,"Bull Insular Line, Inc."
19-R-1884,Bunker Hill & Sullivan Mining & Concentrating Co.
15-R-1993,"Calcasieu Paper Co., Inc."
20-R-1806,California Metal Trades Association.
20-11-1721,California State Brewers Institute.
6-R-1488,Cameron Mfg. Corp.
1-11-3070,"Campbell, A. S., Co."
1-11-3134,"Campbell, A. S., Co."
20-R-52,"Canada Dry Ginger Ale, Inc."
21-R-3626,"Canada Dry Ginger Ale, Inc."
8-R-2168,"Canton Drop Forging & Mfg. Co., The."
13-11-4102,Capitol Stampings Corp.
9-R-2048,Carbide & Carbon Chemicals Corp.
10-11-2284,Carbide & Carbon Chemicals Corp.
3-R-1294,"Carborundum Co., The."
9-R-1844,"Carey Philip Mfg. Co., The."
10-11-1856,Carolina Scenic Coach Lines.
3-R-1204,Carrier Corp.
13-11-3451,Carson Pine Scott & Co.
15-R-1932,"Cash Wholesale Co., & Sterling Stores, Inc."
17-11-1377,"Cason & Tierney Co., Shelby F. Cason & Thomas W. Tierney."
21-R-3424,"Castle Dome Copper Co., Inc. Celanese Corp. of America."
4-R-2537,
5-11-2630,Celanese Corp. of America.
8-R-2485,Central Ohio Light & Power Co.
5-R-2701,"Chadboure Hosiery Mills, Inc."
18-R-1641,Champion Motors Co.
6-R-1560,"Champion Stores, Inc."
1-11-3344,"Chase-Shawmut Electrical Supply Co. Chicago Journal of Commerce, Inc."
13-R-4149,Mill & Lumber Co.
15-R-1564,Chicago Chicago Mill & Lumber Co.
15-R-1694,Chicago Pneumatic Tool Co.
7-R-2384,"Coal Co., Thomas Christian d/b/a."
11-11-1070,Christian Chrylser Corp.
7-11-2038,
7-11-2413,Chrysler Corp.
15-R-1654,Cities Service Refining Corp.
10-R-2120,City Compress & Warehouse Co.
10-R-2465,City Ice & Feul Co.
7-11-2259,"Clark Equipment Co., Frost Gear & Forge Division."
8-R-2195,"Cleveland Formgrader Co., The."
8-11-2031,Cleveland Graphite Bronze Co. Sterling
8-11-2249,"Quarries Co., The Grinding Wheel Division."
,Cleveland
5-R-2902,Coast-In Potomac Co. Corp.
1-R-3223,Colonial
17D-R-1,"Colorado-Wyoming Gas Colson Corp., The."
8-R-2220 14-R-1571,Co. Columbia Broadcasting Inc.
13-RA035,"System, Columbia Mills, Inc., The. The."
10-RE-23,"Printing, Inc.,"
21-R-3304,Commercial Conduit Co.
,"Concrete Congoleum-Nairn, Inc."
2-R-6631,Electrical
13-R-3659 16-11-1897,Consolidated Products & Electrical Apparatus Co. Consolidated Gas Utilities Corp.
,"Consolidated Pipe Co., The."
,Steel Corp.
21-R-3350,Consolidated
16-11-2120 21-R-3199,'Consolidated Steel Corp.
16-11-1724,
,Consolidated Vultee Aircraft
,Corp.
