row_label,col_1
"AAA Dental Laboratory, AAA Dental","Brock, John David."
"Laboratories, Inc., et al.",Buckeye Cotton Oil Co.
A. P. Parts Corp.,"Budd, Edward G., Mfg. Co."
"Abbott Worsted Mills, Inc.",Buffalo Forge Co.
Adel Clay .Products Co.,Buffalo Wall Paper Mfg. Co.
Aintree Corp.,Burgess Battery Co.
Alco Feed Mills.,Burton-Dixie Corp.
"Allen, T. V., & Ritter, C. M., Co.",
Aluminum Ore Co.,& GFoundry & Pattern Works.
American Bread Co.,C California Mfg. Co.
American Broach & Machine Co.,Cambridge Iron & Metal Co.
American Creosoting Co.,"Campbell, William, an individual."
American Foundry.,"Cardwell, Allen D., Mfg. Corp."
American Oil Co.,"Carpenter, A. D., an individual."
American Sheet Metal Works.,Carter Carbureter Corp.
Arkansas Fuel Oil Co.,Casady Coal Co.
Armour Fertillier Works.,Central Drapery Co.
Arnessen Electric Co.,Central Paint & Varnish Co.
"Atlanta Flour ez Grain Co, Inc.",Cherry River Boom & Lumber
Atlantic Asbestos Corp.,Co. Chicago Molded Products Corp.
Atlas Oil & Refining Corp.,"Ciba Pharmaceutical Products, Inc."
Austell Cabinet Co.,Cincinnati Chemical Works.
"Austin, Charles E., Inc.",City Service Transit Co.
"Bachelder, T. S., an individual.","Coffee, H. P., Co."
Bahan Machine Works.,Colonial Products Co.
Baltimore Transit Co. & Baltimore,Columbian Iron Works.
Coach Co. Barker Poultry Equipment Co.,Commonwealth Edison Co. Inc.
,"Crane Enamelware Co.,"
Barrett Co. Bear Brand Hosiery Co.,"Crown Can Co. Curtiss-Wright Corp.,"
Bemidji Wood Products,"Caldwell and Clif- ton, N. J."
"Co. Best Coat & Apron Mfg. Co.,","Curtiss-Wright Corp., Caldwell, N. J."
"Inc. Bicking, Austin S., Paper Mfg. Co.","Curtiss-Wright Corp., Airplane Division, Buffalo, N. Y."
"Blatt, M. E., & Co.","Curtiss-Wright Corp., Airplane Divi-"
"Bloom, Charles, Inc. Blue Ridge Glass Corp.","sion, Columbus, Ohio."
"Boeing Airplane Co., Wichita",
Division.,
"Bonafide Mills, Inc. Borg Warner Corp., Marvel-Schebler Division.",Dadourian Export Corp. Dale & Son. Detroit Coca Cola Bottling Co.
"Co. Bright Biscuit Co., Inc.",Dowty Equipment
,Corp.
Bradford Machine Tool,Dewree & Bailey.
"Briktex, Inc.",Durand Mfg. Co.
