row_label,col_1,col_2,col_3
Cases on docket during the year,6457,,100.0
Total number of cases closed,4014,100.0,62.2
Before formal action. total,3722,92.7,57.7
Adjusted,804,20.0,12.5
Withdrawn,2268,56.5,35.1
Dismissed,643,18.0,10.0
Closed otherwise,7,.2,.1
"After formal action, total",292,7.3,4.5
Before hearing,52,1.3,.8
Adjusted,34,.8,.5
Withdrawn,16,.4,. 3
Dismissed,2,1,
After hearing,43,11,.7
Adjusted,7,.2,.1
Compliance with Intermediate Report Withdrawn,18 8,.4 .2,.3
Dismissed,Dismissed,,. 1
,10,.3,2
After Board decision,102,2 5,1.6
Compliance,78 19,19 .5,12
Dismissed,Dismissed,,.3
Closed otherwise,5,.1,.1
,95,24,14
After court action,After court action,,
Compliance with consent decree,42,1.0,.7 .7
Compliance with court order Dismissed,47,1.2,
,3,.1,(9
' Closed otherwise,3,. 1,(1)
