row_label,col_1,col_2,col_3
,"Inc., The.",21-RC=695,Drayer & Hanson Co.
1-RC-969,"Davidson, H. M., Co.",15-RC-137,Drew Grocery Co.
16-RC-268,Day Manufacturing Co.,13-RC-609,Drewry's Limited
9-RC-109,"Dearing, C. T., Print- ing Co.",,"U. S. A., Inc."
10-RC-316,Decatur Box & Basket Co.,1-RC-375 3-RC-184,"Dun & Bradstreet, Inc. Dupont de Nemours, E. I. Co."
9-RC-332,"Decker Clothes, Inc.",10-RC-548,"Dupont, E. I. DeNe-"
1-RC-784 18-RC-339,"Deep Rock, Inc. Deere Manufacturing",,mours & Co.
18-RC-373,Co. Deere Manufacturing,2-RC-716 2-RC-876,Eagle Electric Corp. Eagle Pencil Co.
8-RC-371,Co. Defiance Automatic Screw.,2-RC-255,"Eastern Cooperatives, Inc."
7-RC-295,"De Kleine, Franklin, Co. Delaware Broadcasting",10-RC-543 10-RC-536,Eberhart-Conway Co. Edgar Plastic Kaolin
4-RC-282,Co.,3-RC-259,"Edwards, E. W., & Sons."
39-RC-36,Del Rio & Winter Gar- den Telephone Co.,2-RC-956,Edwin Plating Co. & U. S. Brassturning
39-RC-51 15-RC-203,Delta Canning Co. Delta Bread Co.,9-RC-380,Co. Electric Auto Lite Com-
05-RC-249,Delta Oxygen Co.,,"pany, Die Casting. Electro Motive Manu-"
15-RC-246 2-RC-808,"Delta Pine Products Corp. DeLuxe Laboratories,",1-RC-673 2-RC-1041,facturing Co. Elizabethtown Water
7-RC-290,Inc. De May's Printing Co.,33-RC-15,"Co., Consolidated. El Paso-Ysleta Bus Co., Inc."
16-RC-287,Denver Amarillo Ex- press D. G.,17-RC-234,Ely & Walker Dry Goods Co.
30-RC-135,Denver-Colorado Springs Pueblo Motor-,1-RC-855,"Empire Furniture Man- ufacturing Co., The."
30-RC-114,"way, Inc. Denver Smoked Fish",10-RC-222 30-RC-92,Empire Furniture Co. Empire Petroleum Co.
30-RC-87 7-RC-334,Co. Denver Truck Ex chan ge. Detroit & Canada Tun- nel Corp.,16-RC-225 5-RC-65,"Engineers & Fabrica- tors, Inc. Engineering & Research"
7-RC-115,Detroit Canvas Manu- facturers Association.,16-RC-106,Corp. Enid Creamery
7-RC-485,Detroit Electronic Prod- ucts.,,Cooperative Associa- tion.
1-RC-844,"Dewey, A. G., Co., Inc. D'Hanis Brick & Tile",6-RC-299,Erie Retail Furniture Dealers Association.
39-RC-23,Co.,34-RC-59,"Erwin Cotton Mills Co., Plant No 7"
39-RC-78,Diamond Aleali Co.,21-RC-556,Essex Wire Corp.
21-RC-701 10-RC-64,Diamond Ice Co. DiGiorgio Fruit Corp.,15-RC-251,Esso Standard Oil Co.
,"Dirilyte Co. of America,",15-RC-201,Ethyl Corp.
13-RC-483,Inc.,15-RC-38,"Ethyl Corp., Tetraethyl,"
34-RC-121,Dixie Spindle and Flyer Co.,,Lead & Sodium Plant.
15-RC-12,"Dixon, L. E., & Co.",15-RC-89,"Eunice Iron Works, Inc. Evans Milling Co."
20-RC-256,"Dodge, San Leandro",35-RC-198,Evening Bulletin.
8-RC-212 5-RC-64,"Plant. Doehler, Jarvis, Corp. Dorchester House.",4-RC-415 19-RC-106,"Everett Automotive Jobbers Association, The."
10-RC-157,"Dortch Stove Works, Inc.",3-RC-151,Everybodys Daily lishing Co.
4-RC-270,"Doubleday & Co., Inc.",,Pub-
,Douglass Public Service,21-RC-557,Ewing Co.
13-RC-155,Corp. Bulk Liquid Departments.,5-RC-1,"Excelsior Pearl Works, Inc."
