row_label,col_1,col_2,col_3
Cases on docket during the year,13057,,100.0
Total number of cases closed,10442,100.0,80.0
"Before formal action, total",8331,79.8,63.8
Adjusted,5522,52.9,42.3
Recognition,356,34,2.7
Consent election and cross check,4825,462,37.0
Prehearing election,341,3.3,2.
Withdrawn,2134,20.4,16.4
Dismissed,657,6.3,6.0
Closed otherwise,18,.2,. 1
"After formal action, total","2,",20.2,16.2
Before hearing,147,1.4,1.1
Adjusted,89,.9,.7
Recognition,3,(9 .7,(9
Consent election and cross check,67,,
Prehearing election,19,.2,.2 .4
Withdrawn,53,.5,
Dismissed,5,,(I)
After hearing,104,1.0,.8
Adjusted,57,,.5
Recognition,2,(9,
Consent election and cross check,49,. 5 . 1,. 4 . 1
Prehearing election,6,.4,.3
Withdrawn_,42,,
Dismissed,5,(9,(9
