row_label,Participating unions,Number of elections and pay-roll checks,Elections and pay-roll checks won / By A. F. of L. affiliates / Number,Elections and pay-roll checks won / By A. F. of L. affiliates / Percent,Elections and pay-roll checks won / By C. I. O. affiliates / Number,Elections and pay-roll checks won / By C. I. O. affiliates / Percent,Elections and pay-roll checks won / By unaffiliated unions / Number,Elections and pay-roll checks won / By unaffiliated unions / Percent,Eligible voters / Number,Eligible voters / Percent casting valid votes,Valid votes,Valid votes cast / For A. F. of L. affiliates / Number,Valid votes cast / For A. F. of L. affiliates / Percent,Valid votes cast / For C. I. O. affiliates / Number,Valid votes cast / For C. I. O. affiliates / Percent,Valid votes cast / For unaffiliated unions / Number,Valid votes cast / For unaffiliated unions / Percent,Valid votes cast / Against unions / Number
Total,4212,1522,36.1,1723,40.9,393,9.3,1296567,82.3,1067037,206605,19.3,560815,52.6,127834,12.0,171946,
