row_label,col_1,col_2,col_3
"'OPOV0100m . vo l !Ht:n2 ,0 ■0 ■0 sO •0 ■0 .o ,ce .ce , ,P, ■0 ■0 ■Ip 3 SS'S",H a,"rp e--. a 9 g E . c' a - 9 2 , • - • 2,2","rp e--. a 9 g E . c' a - 9 2 , • - • 2,2"
"- -- ,,,,,,,b...,,,,,,,,-0-0, -t.,,..,.p---c•ws.,,,,boto""-, zi-t4-ngatta28'6""&t . ':31:'.42t-8 . 2 .",. F • s,"0 ,''""'Wa .4","0 ,''""'Wa .4"
"0 ■-■ ,,000 . -- NA n., LA, 0 0 00 .-• 0 0 ..-0,,-,...,..■,., p. ■,., y, ,,,,, , 4DC,tAAW-41 , 4A0,,440,,AW,PAC , , ■■ ,A,ANN.,,,",s p 0,"5 w'. F, !., ; 7 ,",'El E.
"'!.."",*'.5""8VaS, °t8.T2V.I. 'dd'ai gg a;ZS A t.t, LACAOLA .-• L, 0, ACOOLAOCCNOLA ... i, Co N oo ,a...0...,,,Apc. , ,., ,,,",,"-.0""Rrn RTts.gg ,.. .",'El E.
"--. --.N,P.",tsJ P,.0TWz 0 '-' .4 C,n >
"0 -- T n,roceco-n,•-•,4,0000ACD0A04, .-• N N N .P. I, LA J -03.'e c p wu,....,-..11.4CACY.,,O, , ,,,,cc.0-4c0,0,00LACTW",",-. 8 0","ap.c,.g.0 '4 '-' .0",n >
"N) 4> ,--,N,-NJw.p.b 1°.S.5',8,.Ugtio""..t w t g,""408R'''",".:-., 0 l'","q4WZ 0E., c ,R,0a n",n >
".- . F4,0 ■ 0 ■ 1 , 41 , 4WC,0000 .■ 00 . - . 00•0 . - .. - ,■, AnOwtALA. vitol,C,,4D,...,AAccAAL.,A,-,,,co■,.4,,",0 0,01 V4'<al;,n >
"... ,,,'- : ./4 W W t • -■ 0,,,,C0 Co CO 4,••-•Cfw,..- ■,.- a J Cr. J .P. CT '-. 1. 8 tg ...F. J 6 '°.. . f- - ' - . P",LO J,^OWZ tli'0'§,(1 r)
- _ - . 4-,B,140- 2W,(1 r)
"■ 0W001 . 40AW . - . ,000,,...NA , Nt400,40141",N t,".-.22WZ ''7:,§",n 0
"..-....--0,,...........,....-.8 A01,00.07,N,A-J00rnoscom0,m0mAN0,0m0A",§ 0,"2-0,gw r,1'' R7",n 0
"00 .-, 000 .,..4.A 0W0000000001 , 4000 AN",8,"r....2WZ o ^ ., c R, o 9",n t71
"LA 00es,0000 .....000000000...005 00,000,,,,,0,0000000000000,,,,,,00",§ 0,"a',7VV a ""3",n t71
"0 . - ■ 000%0000A0000W01 , 40 ■ 1 , 400 . - . 00 ■ 000 . -","N, W","74WZ 0E-,7 a ..> 0 ■ft,",C) 0
".4,,..""6:0,00. 7-1.00.,7................ 0WW00 . - . 0000A000000-40W • 400W00W000W",§ 0,"a.,12,gT l'<7",C) 0
"00 . - . 0000 . - . N,A0,01 , 4 ■. 000WN,4ChNACA0t40000, ■","r., CC","0=gz oa.,. T0a",C) - 0
"000000000-.000000-....-...1:t 00A0000AMJUIOWA000wWW,c0-4,N,J,JC,A,0",_ 8 0,"O0. 2;-.? r,- < 9 7",C) - 0
".,, - ...,, - .. ■■,NNww.p. ,,,C,L01,0wWA ,,,, --4 ■ 0 , 0,40■VD0,4,0A g OOW.00000-40,A",", ! i e",".L1Wz 0E"". T 9,1",2 sn Cr> 0I ito n 0
".- w lo, CD .4 C) A I, b., ,A , 0 A 0 C) N, 0 0 w- C) CA .4 C,N, ,.., LA N L44i4, G 0,A,N,A0%u,4,-00Nwm0%0%,,,N0%A.-.7.,N0%, 0%v,",§ 0,.S. :2 0. gro,2 sn Cr> 0I ito n 0
"- 0--00-.0.-1,0.-..o,Joo-o-oot,c-owoo-,,,cr,",a .,E ..47z ewo a,2 20 -4re
...00........0%..g........04......... .0000.0-00.0-.......-...-.....-.,_ 8 0,"P."" an R ==02W Pa7",2 20 -4re
