row_label,col_1,col_2,col_3
7-RC-123,Gerity Michigan Corp.,15-RC-185,"Green Lumber Co., The"
10-RC-391,Gibbs Corp.,34-RC-130,"Greensboro News Co., Inc."
5-RC-137,"Gillett, F. W., ' & Co., Inc.",4-RC-110 15-RC-148,"Greene, Stephen, Co. Green Veneer Co."
34-RC-112,Gittlin Charlotte Bag Co.,5-RC-298,"Gresham, E. T., Co.,"
10-RC-382,Glazer Steel Corp,,Inc.
13-RC-245,Globe Houseware Co.,7-RC-74,Grinnell Brothers.
7-RC-522,Globe Knitting Works.,9-RC-508,"Grocer's Biscuit Co.,"
8-RC-386,Globe Steamship Co.,,Inc.
10-RC-376 21-RC-735,"Gluck Brothers, Inc. Goar's Service and Sup- ply.",20-RC-280,"Growers, Shippers, Veg- etable Association of Central California, et al."
10-RC-343,"Gobble-Fite Lumber Co. Goddard, Joseph A.,",34-RC-100 1-RC-605,Guilford Dairy.
35-RC-192,& Co.,,Guilford Woolen Mills
30-RC-110,Goldberg Brothers Man- ufacturing Co.,16-RC-138,Co. Gulf Coast Broadcast-
30-RC-168,Goldberg Brothers Man- ufacturing Co.,15-RC-221,ing Co. Gulf Naval Stores Co.
21-RC-472,"Golden Krust Bakery,",16-RC-196,Gulf Oil Corp. Gulfort Fertilizer Co.
19-RC-15,"Voltz, Virgil V., d/b/a",15-RC-208,
10-RC-303,Gold Medal Dairies. Goodall Co.,15-RC-95,Gulf States Optical Laboratories.
6-RC-187,"Goodrich, B. F., Co., The.",20-RC-190,Guntert & Zimmerman H & W Studio & Lenak
8-RC-203 8-RC-256,"Goodrich, B. F., Co. Goodrich, B. F., Co.,",10-RC-375,Studio.
,The.,2-RC-1055 20-RC-3999,"Hackensack Water Co. Haden, Bill, Inc."
9-RC-401,"Goodrich, B. F., Chem- ical Co. Goodrich, B. F., Co.",20-RC-456,"Hadley, F. E., & Sons, F. E. Hadley."
13-RC-288 1-RC-913,"Goodyear Rubber Sun- dries, Inc.",9-RC-307,"Hagemann Glass Co., The."
10-RC-329,Gordon Garment Corp. Goslin-Birmingham,4-RC-266,"Hambleton Co., Inc. Hancock, John, Mutual"
10-RC-565,"Manufacturing Co., Inc.",1-RC-769,Life Insurance Co. Harbor Plywood Corp.
14-RC-400,"Grady, J. H. Manufac- turing Co.",36-RC-159,of Oregon. Harbor Springs Manu-
1-RC-544 18-RC-166,"Grand Union, The.",7-RC-463,facturing Co.
2-RC-308,Granite City Transfer. Great Atlantic & Pa-,32-RC-98,Hardin's Bakeries Man- agement Corp.
2-RC-1072,"cific Tea Co., The.",2-RC-553,Harman Watch Co. Harrisburg Railway Co.
,"Great Atlantic & Pa- cific Tea Co., The.",4-RC-330 10-RC-170,Harris Transfer & Ware-
7-RC-362,Great Atlantic & Pa-,,house Co. Harter Corp.
9-RC-500,cific Tea Co. Great Atlantic & Pa-,7-RC-96 1-RC-776,"Hartford Times, The. Hartman Concrete"
10-RC-509,"cific Tea Co., The. Great Atlantic & Pa-",21-RC-542,Ma- terials Co.
,"cific Tea Co, The.",9-RC-278,"Hart Manufacturing Co., Inc."
2-RC-612,Greater New York Broadcasting Corp.,2-RC-913,"Hawley & Hoops, Inc. Hawthorne Dairy Prod-"
17-RC-216 17-RC-397,Great Lakes Pipe Line Co.,17-RC-376,ucts Co.
,Great Lakes Pipe Line Co.,19-RC-281,Hayslip Earl & Sons. Hayward Hotel.
18-RC-78,Great Lakes Pipeline Co. Great Manufacturing &,21-RC-646 2-RC-925,"Hearn Stores, Inc."
2-RC-524,Machine Co.,2-RC-73,Department
13-RC-718,Green Bay Drop Forge Co.,19-RC-263,"Hearst Consolidated Publications, Inc. Hearst Publishing Co."
20-RC-531,"Green & Berr y, Inc.",6-RC-177,"Heinz, H. J., Co. Heinz, H. J., Co."
,"Green, G. G, -Manufac-",,
6-RC-220,,7-RC-137,"Heinz, H. J., Co."
,,8-RC-405,
,turing Corp.,,
