row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
- Total,1072917,84 0,000866,251.606,27 9,434131,48 2,119452,13 3,95677,10 6,1045162
A. F of L. affiliates,312049,87 2,272101,251606,92 5,,,,,20495,7 5,307823
C. I. 0 affiliates,594932,82 5,490849,,,434131,", 88",,,56718,11 6,575187
Unaffiliated unions,165936,83 1,"1.37, 916",,,,4,119.452,86 6,18464,13 4,162152
