row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
North Carolina...........................................,2,0,0,0,0,2,35,33,12,12,0,0,21,0
South Carolina...........................................,1,1,0,1,0,0,73,57,42,0,42,0,15,73
Virginia.....................................................,3,1,1,0,0,2,72,56,16,16,0,0,40,30
West Virginia............................................,2,1,1,0,0,1,68,66,27,27,0,0,39,26
South Atlantic,35,14,12,1,1,21,2204,1881,891,809,66,16,990,1188
Iowa..........................................................,1,0,0,0,0,1,5,5,0,0,0,0,5,0
Kansas.......................................................,2,0,0,0,0,2,66,65,25,25,0,0,40,0
Minnesota..................................................,16,3,3,0,0,13,613,539,203,203,0,0,336,111
Missouri....................................................,19,3,3,0,0,16,913,846,325,325,0,0,521,167
Nebraska....................................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Dakota.............................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota.............................................,1,1,1,0,0,0,28,26,16,16,0,0,10,28
West North Central..............................,39,7,7,0,0,32,1625,1481,569,569,0,0,912,306
Arkansas....................................................,3,1,1,0,0,2,363,345,149,149,0,0,196,110
Louisiana...................................................,6,2,2,0,0,4,225,213,81,81,0,0,132,48
Oklahoma..................................................,5,3,3,0,0,2,223,204,122,122,0,0,82,180
Texas.........................................................,5,1,1,0,0,4,1403,1284,683,663,20,0,601,1155
West South Central..............................,19,7,7,0,0,12,2214,2046,1035,1015,20,0,1011,1493
"Total, all States and areas....................",423,147,133,8,6,276,28664,25049,11957,11002,697,258,13092,14458
