row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
West North Central,81,20,11,8,0,1,61,3505,3129,1570,959,413,0,198,1559,1773
,1,0,0,,,o,1,9,9,4,0,4,0,,5,0
Delaware Maryland,16,3,2,,,0,13,936,836,391,361,18,7,,446,262
Distnct of Columbia,3,0,0,,,o,3,216,189,78,0,0,0,7,111,0
Virginia,9,2,1,,,1,7,2143,1685,1226,176,186,0,864,459,1584
West \in-guile,0,0,o,,,0,0,0,o,0,0,0,0,,0,0
North Carolina,3,1,1,,,0,2,269,228,72,72,0,0,,156,48
South Carolina,1,0,o,,,0,1,14,14,5,5,o,0,,9,0
Georgia,16,4,4,,,0,12,1337,1183,577,529,48,o,,606,880
Florida,9,4,2,,,o,5,443,395,254,72,19,163,,141,345
South Atlantic,58,14,10,2,1,1,44,5367,4539,2607,1215,275,170,947,1932,3119
Kentucky,11,5,2,3,0,0,6,676,629,340,126,201,11,2,289,460
Tennessee,17,4,4,0,0,0,13,1141,1080,490,477,13,0,0,590,245
Alabama,10,5,4,1,0,0,5,771,734,384,379,5,0,0,350,351
Mississippi,1,0,0,0,0,0,1,52,42,10,10,0,0,0,32,0
West South Central,39,14,10,4,o,o,25,2640,2485,1224,992,219,11,2,1261,1056
,7,2,2,0,0,0,5,536,514,264,249,15,o,0,250,414
Arkansas Louisiana,6,2,1,1,0,0,4,493,453,217,190,12,0,15,236,241
,5,o,,0,,o,5,138,122,44,43,1,0,o,78,0
Oklahoma,,,0,,0,,,,,,,,0,0,568,568
Texas,22,9,9,0,0,0,13,1204,1088,520,503,17,,,,
West South Central,40,13,12,1,o,0,27,2371,2177,1045,985,45,o,15,1132,1223
