row_label,col_1
8-R-2199,"McGean Chemical Co., The."
5W-R-26,McLeod Veneer Co.
21-R-3474,Mac's Equipment & Repair Co.
15-R-1933,Magnolia Cotton Mills.
14-R-1242,Mallinckrodt Chemical Works.
1-R-3468,Manchester Knitted Fashion & Manchester Sport Fashion.
13-R-3810,"Mandel Bro., Inc."
1-R-3145,"Manning, Bowman, & Co."
1-R-3405,Massachusetts Bonding & Insurance Co.
21-R-3562,"May Department Stores Co., The."
5-R-2147,"May, McEwen, Kaiser Co."
13-R-3588,"Mechling, A. L., Barge Lines."
16-R-1737,Merchants Delivery Service.
1-R-3459,"Merchants National Bank of Boston, The."
21-R-8400,Miami Copper Co.
9-R-2159,Miami Valley Broadcasting Corp.
8-R-2261,"Midland Steamship Line, Inc."
21-RA486,Milliron's.
13-R-3037,Milwaukee Gas Light Co.
8-R-1474,Minds Coal Mining Corp.
19-R-1798,"Minneapolis & Ontario Paper Co., National Pole & Treating Division."
15-R-2106,Mississippi Products Co.
9-R-2148,Mississippi Valley Barge Line Co.
13-R-8690,Mitchell Mfg. Co.
8-R-2315,"Model Dairy, Kichmer, R. W., d/b/a."
11-R-1223,Modern Machine & Pattern Co. Co.
21-R-8489,Monolith Portland Cement Monsanto Chemical Co.
16-R-1840 8-R-1245,"Montgomery Ward Co., Inc."
17-R-1585,"Montgomery Walt & Co., Inc."
19-R-1870,"Montgomery Ward Co., Inc., A Corp."
8-R-1825,Monumental Life Insurance Co.
9-RE-14,Moore-Eastwood & Co.
,"Morrell, John, 8G Co."
18-R-1543,Steel Co.
16-R-1758,Mosher Mountain Ice & Fuel
2-R-6373 1-R-3589,Corp. Murray Leather Co.
10-R-2561,Muscle Shoals Broadcasting Co.
10-R-2021,Mutual Fertilizer Co.
13-R-3787,"Myers-Sherman Co., The."
16-R-2168,"Myers, Sidney, Inc."
10-R-1946,Nashville Cotton Oil Mill Corp. Natchez Hardwood Co.
15-R-1678,National Biscuit Co.
4-R-1749 2-R-5885,National Can Corp.
,National Color Printing
5-R-2330 5-R-2837,Co. Color Printing Co. Co.
,National National Electric Coil
9-R-2129,Fireproofing
4-R-2069,National National Foundry of
2-R-729'T,"Co. New York, Inc. Co.,"
8-R-2049,National Lime & Stone Findlay Plant. Co.
14-R-1573 2-R-6652,National Mattress National Silver Co.
,Silver
2-R-6755 5-R-2699,National Co. Nebel Knitting Co.
,Concrete Co.
13-R-4212 8-R-2130,"Neff Products Newark Stove Co., The."
1-R-3013,New Britain Machine The.
7-R-2828,"Co., Newcome Detroit Co. New Enterprise Stone &"
6-R-1533,Lime Co. Jersey Rubber Co.
1-R-3453,New Newman-Crosby Steel
1-R-3452,Corp.
15-R-1848,New Orleans Coal & Bisso Tow Boat
16-R-2060,Co. New York Merchandise Co.
