row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7
All representation elections,328,124,204,141,69.1,63,30.9
By type of case:,,,,,,,
RC cases,284,117,167,110,65.9,57,34.1
RMcases,s,o,5,5,100.0,o,
RD cases,39,7,32,26,81.2,6,18.8
By type of election:,,,,,,,
Consent elections,0,o,o,o,,o,
Stipulated elections,249,97,152,99,65.1,53,34.9
Expedited elections,1,0,1,1,100.0,0,
Regional Director-directed elections,78,27,51,41,80.4,10,19.6
Board-directed elections,o,o,o,o,,o,
