row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Decisions on objections and/or challenges, total",954,896,793,25,78,10
By regional directors,272,235,204,8,23,7
By Board,682,661,589,17,55,3
In stipulated elections,628,609,545,15,49,3
No exceptions to regional direc- tors' reports,278,261,229,8,24,3
Exceptions to regional directors' reports,350,348,316,7,25,0
In directed elections (after transfer by regional director),54,52,44,2,6,0
Review of regional directors' supple-,,,,,,
mental decisions Request for review received,58,57,51,1,5,0
"Withdrawn before request ruled upon Board action on request ruled upon, total",1,1,1,0,0,0
,68,60,54,1,5,1
"Withdrawn after request grant- ed, before Board review",0,0,0,0,0,0
Denied Remanded,55 0,47 0,41 0,1 0,5 0,1 0
,0,0,0,0,0,
"Board decision after review, total",,,0,,,0
Regional directors' decisions Affirmed,0,0,,0,0,0
Modified,0,0,0,0,0,0
Reversed,0,0,0,0,0,0
