row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
Total RC and RMelections ……….,223239,3162,100.0,,1477,100.0,41,100.0,158,100.0,1486,100.0
Under10………………………………………,3685,645,20.4,20.4,366,24.9,4,9.8,39,24.8,236,15.9
10to19……………………………………….,8059,571,18.1,38.5,293,19.8,10,24.5,28,17.8,240,16.2
20to29……………………………………….,9238,382,12.1,50.6,173,11.7,5,12.2,19,12.0,185,12.4
30to39……………………………………….,8899,262,8.3,58.9,129,8.7,4,9.8,13,8.2,116,7.8
40to49……………………………………….,8062,182,5.8,64.7,71,4.8,5,12.2,7,4.4,99,6.7
50to59……………………………………….,8802,163,5.2,69.9,70,4.7,1,2.4,6,3.8,86,5.8
60to69……………………………………….,8057,125,4.0,73.9,59,4.0,2,4.9,6,3.8,58,3.9
70to79……………………………………….,7158,97,3.1,77.0,41,2.8,1,2.4,4,2.5,51,3.4
80to89……………………………………….,6771,80,2.5,79.5,34,2.3,2,4.9,6,3.8,38,2.6
90to99……………………………………….,6685,71,2.2,81.7,25,1.7,1,2.4,2,1.3,43,2.9
100to109…………………………………….,6253,60,1.9,83.6,27,1.8,1,2.4,2,1.3,30,2.0
110to119…………………………………….,6517,57,1.8,85.4,18,1.2,2,4.9,1,0.6,36,2.4
120to129…………………………………….,7069,57,1.8,87.2,25,1.7,0,,3,1.9,29,2.0
130to139…………………………………….,4845,36,1.1,88.3,16,1.1,1,2.4,1,0.6,18,1.2
140to149…………………………………….,4642,32,1.0,89.3,11,0.7,0,,1,0.6,20,1.3
150to159…………………………………….,3079,20,0.6,89.9,6,0.4,0,,1,0.6,13,0.9
160to169…………………………………….,3794,23,0.7,90.6,7,0.5,1,2.4,2,1.3,13,0.9
170to179…………………………………….,3991,23,0.7,91.3,4,0.3,0,,1,0.6,18,1.2
180to189…………………………………….,2591,14,0.4,91.7,7,0.5,0,,0,,7,0.5
190to199…………………………………….,2342,12,0.4,92.1,8,0.5,0,,0,,4,0.3
200to299…………………………………….,28021,118,3.7,95.8,36,2.4,1,2.4,8,5.1,73,4.9
300to399…………………………………….,16120,47,1.5,97.3,16,1.1,0,,4,2.5,27,1.8
400to499…………………………………….,13270,30,0.9,98.2,10,0.7,0,,3,1.9,17,1.1
500to599…………………………………….,10724,20,0.7,98.9,10,0.7,0,,1,0.6,9,0.6
600to799…………………………………….,8552,12,0.5,99.4,3,0.2,0,,0,,9,0.6
800to999…………………………………….,9003,11,0.3,99.7,6,0.4,0,,0,,5,0.3
"1,000 to1,999………………………………...",14208,11,0.3,100.0,5,0.3,0,,0,,6,0.4
"2,000 to2,999………………………………...",2802,1,0.0,100.0,1,0.1,0,,0,,0,
,,,,,,,,,,,,
