Industrial group,All cases,Unfair labor practices cases - All ULP cases,Unfair labor practices cases - CA,Unfair labor practices cases - CB,Unfair labor practices cases - CC,Unfair labor practices cases - CD,Unfair labor practices cases - CE,Unfair labor practices cases - CG,Unfair labor practices cases - CP,Representation cases - All R cases,Representation cases - RC,Representation cases - RM,Representation cases - RD,Union shop deauthorization - UD,Amendment of certification - AC,Unit clarification - UC
All industries,14444,11712,9309,2382,134,42,,47,,1817,1123,323,522,66,27,105
"Industrial groups breakdown (Food, Tobacco, Textiles, Apparel, Lumber, Paper, Printing, Chemicals, Petroleum, Rubber, Leather, Stone-clay-glass, Primary metal, Fabricated metal, Machinery, Electrical equipment, Transportation equipment, Instruments, Ordnance, Misc manufacturing, Mining, Construction, Transportation, Communication, Utilities, Wholesale, Retail, Finance, Services, etc.)",,,,,,,,,,,,,,,,
