row_label,col_1
13-R-3839,"Montgomery Ward, Inc., Hummer Mfg. Co. Moore, Walton N., Dry Goods Co., Inc."
20-R-1936 20-R-1905,"Mountain Copper Co., Ltd."
20-R-1934,"Mountain Copper Co., Ltd., The Shasta County"
,Operations. Musitron Co.
13-R-4123,
13-R-4385,Nash Brothers Co.
21-R-3575,National Technical Laboratories.
5-R-2788,"Newberry, J. J., Co."
2-R-6971,New York Lubricating Oil Co.
24-R-154,"New York & Porto Rico Steamship Co., The."
10-R-2122,Noble Mfg. Co.
5W-R-38,"Norman Lumber Co., Inc."
4-R-2596,"Norristown Herald, Inc."
4-R-2598,"Norristown Herald, Inc."
4-R-2217,Northern Metal Co.
21-R-3594,"Northrop Aircraft, Inc."
18-R-1701,Co.
8-R-2601,North Western Hanna Fuel
,Ohio Box Board Co. Okada Trucking Co.
23-R-180 4-R-2420,"Oliver United Filters, Inc."
21-R-3912,"Orifice, Robinson, Fitting Co."
9-R-2482,Brown & Price Co.
17-R-1780,Orr Owens Corning Fiberglas Corp.
15-R-1726,Owosso Mfg. Co.
,Cabinet Co.
4-R-2401,Oxford Co.
4-R-2353,Oxford Furniture
21-R-3711 21-R-3744,"Pacific Press, Inc. Pacific Press, Inc."
,"Pacific Press, Inc."
21-R-3855 21-R-3874,"Pacific Press, Inc."
21-R-3944,"Pacific Press, Inc."
21-R4691,Pacific Sound
,Equipment Pacific Telephone &
20-R-1942,Corp. Telegraph Co. Tube Co.
21-R-3580,"Pacific Parker Young Co., The"
1-R-3154,"Peaslee-Gaulbert, Corp."
10-R-2238 23-R-184,Roofing & Paint
20-R-1800,"Peerles Co. Peninsula Newspaper, Inc., Advance, d/b/a."
,"Burlingame Penney, J. C., Co., Inc."
2-R-7308 6-R-1699,Pennsylvania Glass Sand
,"Corp. Gas Light & Coke Co.,"
13-R-4068,"Peoples The Gas Light & Coke Co., The"
13-R-4121,"Peoples Peoples Gas Light & Coke Co.,"
13-R-4339,The Metals Corp. Corp.
19-R-2046,Television
1-R-2418,Permanente Broadcasting
16-R-1940,Philco Petroleum Co.
16-R-2014,Phillips Phillips Petroleum Co.
16-R-2047,"Petroleum Co., Borger Petroleum Co., Plains"
16-R-2048,Phillips Refinery. Plant.
,Petroleum Co.
16-R-2200,Phillips Phillips Products Co.
16-R-2058,"Phillips D. M., & Co., Inc."
16-R-1820 13M-R-2,& Ihrig Machine Co.
,"Picton, Supply Co."
8-R-2219,Pine Pittsburgh Playskool Mfg. Co.
,"Pool, Robert, Mfg. Co."
13-11.--4273,Poultry Producers of
16-R-2080,"Central California. Laboratories, Inc."
20-R-1866 2-R-7634,"Precision Steel Car Co., Inc."
6-R-1801,"Pressed Co., Inc."
2-R-7130,"Co., Inc."
,"Prest-O-Lite Prest-O-Lite Pringle, A. F., & Co.,"
2-R-7159,
10-R-2092,Inc. Pritchard Rice Milling
16-R-2023,Co.
,Machine Co.
21-R-3907,Progressive
