row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,5915,100 0,4917,100 0,165,100 0,833,100 0,92,100 0
Before issuance of notice of hearing,1361,230,970,197,71,430,320,384,62,674
"After issuance of notice, before close of - hearing",3846,65 0,3301,67 I,78,47 3,467,56 I,7,7 6
"After hearing closed, before issuance of decision",42,7,40,s,o,o,2,2,0,0
After issuance of Regional Director's decision,664,II 2,604,12 3,16,9 7,44,5 3,23,25 0
After issuance of Board decision,2,0,2,0,• 0,0,0,0,0,0
