row_label,col_1,col_2,col_3
4-R-2715,"Baldwin Locomotive Works, The.",13-R-4271,International Harvester Co.
19-R-2172,Bunker Hill & Sullivan Mining & Concentrat- ing Co.,19-R-2194 17-R-1701,"Interstate Telephone Co. Kansas City Star Co., The."
21-R-4090,California Walnut Grow- ers Association.,1-R-3768,"Lehrolite, Inc. Liberty Hosiery Mills,"
19-R-2128,Cedargreen Frozen Pack Corp.,5W-R-2567,Inc.
19-R-2173,Coeur D'Alene Mining Corp.,4-R-2681,"Link-Belt Co., The."
21-R-4020 14-R-1603,"Colonial Radio Co. Combustion Engineering Co., Inc.",9 I-R-1356 17-R-1806,"Mayer, George J., Co. Montgomery Ward & Co., Inc."
8-R-2720,Consolidated Steamship Co.,13-R-4414,Monumental Life Insur- ance Co.
2-R-7418,Consolidated Telegraph & Electrical Subway Co.,5W-R-84 9-R-2678,Myrtle Desk Co. National Carbide Corp.
19-R-2168 5-R-2886,"Day Mines, Inc. Delaware Knitting Co., Inc.",8-R-2476 19-R-2065,National Tube Co. Pacific Car Sr Foundry Co.
16-R-1964,Denver Producing & Re- fining Co.,5W-R-2775,"Patterson Mills Pomeroy's, Inc."
9-R-2764,Dunbar Glass Corp.,4-R-2735,
5W-R-28,French Broad Electric Membership Corp.,14-R-1699 1-R-3621,St. Louis Public Service. S co vill Manufacturing Co.
1-R-3743 1-R-3759,"Gair, Robert Co., Inc. Great Atlantic & Pacific Tea Co., The.",6-R-1744 21-R-4036 20-RE-56,"Sharon Herald Co., The. Southwest Lumber Mills, Inc. Standard Brands, Inc."
16-R-2155 2-R-7922,Hardwicke-Etter Co. Hardy Plastics & Chemi- cal Corp.,13-R-4523 16-R-2345,"Standard Oil Co. of Indi- ana, Whiting Refinery. Texas Paper Box Manu-"
16-R-2427,"Hom-Ond Food Stores, Inc.",,facturing Co.
5W-R-117,Hudson Hosiery Co.,14-R-1796,Vevier Loose Leaf Co.
14-R-1714,,10-11-2793,"Wilson & Co., Inc."
,Illinois Power Co.,,
,2. LMRA-RC cases,2. LMRA-RC cases,2. LMRA-RC cases
13-RC-22,American Cabinet Hard- ware Corp.,16-RC-68,"Hom-Ond Food Stores, Inc."
9-RC-7,American Container Co.,36-RC-1,Iron Fireman Manufac-
14-RC-27,"Borg-Warner Corp., Norge Division.",,"turing Co., The."
13-RC 40,"Chiniquy, William F,. Co.'",2-RC-56 2-RC-29,"Jensen, George, Inc."
14-RC-34,Dazey Corp.,21-RC-66,Lane-Wells Co. Lynn Gas & Electric Co.
18-RC-12,"General Mills, Inc., Me- chanical Division.",1-RC-52 0,
7-RC-102,"General Motors Corp., Cadillac Motor Car Division.",16-RC-58 1-RC-172,"Magnolia Paper Co.' Paulis Silk Mill, Inc."
15-RC-5,"Green Lumber Co., The.",10-RC-58,Roane-Anderson Co.
