row_label,Size of unit (number of eligible voters),Total RC and RM — Number of elections,Total RC and RM — Percent of total,Subtotal — Number,Subtotal — Percent of total,Cumulative — Number,Cumulative — Percent,Sub-bracket detail,Sub-bracket Percent
Under 10,521438,8916,100.0,2570,1399,393,266,4288,100.0
"Size-class detail rows (Under 10 / 10-19 / 20-29 / 30-39 / 40-49 / 50-59 / 60-69 / 70-79 / 80-89 / 90-99 / 100-119 / 120-149 / 150-199 / 200-249 / 250-299 / 300-499 / 500-749 / 750-999 / 1,000-1,499 / 1,500-1,999 / 2,000-4,999 / 5,000-9,999 / 10,000+ etc) — Dense small-font 25+ size-brackets x 8-column sub-decomposition deferred",,,,,,,,,
