row_label,col_1,col_2,col_3
Bisbee Linseed Co,"Oct. 13,1938","Oct. 18,1938","Dec. 29,1939"
Blanton Co,"June 16, 1938","June 21,1938","Oct. 31,1939"
"S. Blechman &Sons, Inc","Sept. 19,1938","Sept. 21,1938","Feb. 18,1940"
,"Sept. 30,1937","Nov. 3, 1937","Feb. 21, 1940"
Block-Friedman Co,,,
"Bloomfield Manufacturing Co., The","June 19, 1939","June 22, 1939","Mar. 29, 1940"
Blossom Products Co,"Oct. 6, 1938","Oct. 11, 1938","Feb. 10, 1940"
Boldemann Chocolate Co',"June 20, 1938","June 22,1938","July 31, 1939"
Booth Fisheries Co,"Mar. 23, 1939","Mar. 24, 1939","Apr. 25, 1940"
"Borden Mills, Inc","Dec. 13, 1937","Jan. 14, 1938","July 1, 1939"
"Bowman Elder Receiver, Indiana R. R","May 3,1937",May 18. 1937,"(,)"
Bradley Lumber Co,"Mar. 18,1938","Mar. 23,1936",(9
Brewer-Tichener Corporation,"Aug. 15,1938","Aug. 19,1938","Jan. 8,1940"
Brown Shoe Co,"July 5, 1938","July 20, 1938","Apr. 18, 1940"
Burk Bros,"Jan. 5,1939","Jan. 8,1939","Mar. 27,1940"
,,,27;1940
"Burnham, Frederic H","Mar. 16,1939 Apr. 21,1938","Mar. 29,1939 Apr. 23,1938","Jan. Jan. 23,1940"
Burson Knitting Co,,"May 13,1938","Aug. 9,1939"
Bussmann Manufacturing Co,"May 8,1938",,
"Cactus Mines Co California Conserving Co., Inc","Nov. 17,1938 11,1938","Nov. 29,1938 Sept. 8,1938","Mar. 16,1940 Mar 29,1940"
California Cotton Oil Corporation,"Apr. Sept. 26,1938","Oct. 5,1938","Feb. 18,1940"
Do,do,do,Do.
California &Hawaiian Sugar Refining Corporation California Packing Corporation,"May 2,1938 Apr. 11,1938","May 9, 1938 Sept. 8,1938","(8) Mar. 29,1910"
,do,do,Do.
Do California Walnut Growers Association Calmar Steamship Corporation,"Mar. 3,1938 Dec. 8, 1937","May 19,1938 Feb. 15, 1938","Dee. 20,1939 Dec. 1, 1939"
Do Do,do do,do do,Do. Do.
Do,do,do,Do.
,,,Do.
Do,do do,do do_,Do.
Do,,do,
Do,do,"Jan. 10,1938",Do.
Calmar Steamship Corporation (S. S. Loarnar),do,,Do.
Calmar Steamship Corporation (S. S. F/omar),do,do,Do.
Calmar Steamship Corporation (S. S. Oakmar),do,do,Do. Do.
Calmar Steamship Corporation,"Dec. 14,1937 May 12,1938","Jan. 28,1938 May 13,1938","Apr. 23,1940"
Calumet Steel Co Capitol Bedding Co,"Apr. 1,1938","Apr. 4,1938","Aug. 15,1939"
Capitol Theatre Bus Terminal,"Aug. 25,1938","Aug. 29,1938","Oct. 18,1939 July 24,"
"Carbola Chemical Co., Inc","July 7, 1938","July 7, Aug.","1939 Apr. 20,1940"
Carnation Lumber Co,"Aug. 15,1938",1938 Jan.,"Oct. 18,1939"
"Celluloid Corporation of America, The","Jan. 23,1939","M,1938 23,1939 Jan. 27, 1939","Mar. 18, 1940"
Central Greyhound Lines,do,,Oct.
Central Missouri Telephone Co,"Mar. 27,1939","Mar. 29,1939",
Chambers Corporation,"Jan. 18,1939","Feb. 2,1939","2,1939 Mar. Sept. 5, 1939"
Charles Cushman Co,"Feb. 21, 1938","Feb. 21, 1938 Aug. 12,1938","20,1940 Mar. 7,1940"
Chicago Casket Co,"Aug. 4,1938","Mar. 15,1938","July 12,1939"
Christian Board of Publication,Mar.,,Nov.
Clark Shoe Co,"10,1938 Apr. 12.1938 May","Apr. 14,1938 May 25,1938",July
Clovis News-Journal (R. C. Holies et al.),"24,1938 do",do,"30,1939 25,1939 Do."
Do,"Mar. 28,1940","Mar. 30,1940",(2)
"Cluett Peabody dr Co., Inc","Aug. 8,1938","Aug. 10,1938",Aug.
Coldwell Lawn Mower Co Collins Baking Co,"Mar. 30,1939","Mar. 31,1939","1,1939 Jan."
Colorado Fuel &Iron Corporation,"July 5, 1938","July 20, 1938","11,1940 Mar. 29,"
Do,"do Oct. 17, 1938","do Oct. 17,1938",1940 Do.
Combustion Engineering Co,"Feb. 15,1937",Oct. 15 1937,"Feb. 20,1940 Mar. 29,1940"
Condenser Corporation of America,"June 23,1938","June 24,1938","Nov. 2,1939"
Consolidated Cigar Corporation,,,(14)
Consolidated Cigar Co,"Dec. 19,1938 do","Jan. 18,1939 do",Do. 14
Do Continental Box Co,"Nov 28, 1938","Dec. 5, 1938","Jan. 25, 1940"
Continental 011 Co,"June 13,1938","June 21,1938",Mar. Jan.
"Continental Roll &Steel Foundry, Hubbard Division","Jan. 26,1939","Feb. 20,1939","29,1940 20,1940 (5)"
Continental Upholstered Furniture Co. (Israel G. Cutler,"Feb. 9,1939","Feb. 20,1939",
"et al.) and Medford Upholstery, Inc. Cooper-Wells &Co","May 12,1938","May 28,1938","Oct. 17,1939 Do."
Do,do,do,"Oct. 25,1939"
Corinth Hosiery Mills,"Mar. 28,1938","Apr. 2,1938 Jan. 7, 1939","Apr. 9,"
,"Dec. 5, 1938",,
Corn Products Refining Co,,"Feb. 17,1938","1940 Sept. 23,1939"
Corning Glass Works,"Feb. 2,1938 3,1938",,"Nov. 4,1939"
"Cudahy Packing Co., Inc",Feb.,"Feb. 17,1938","Sept. 26,"
Do,"July 7, 1938","July 15, 1938","1939 Aug. 7, 1939"
,"June 20, 1938","June 23,",
Cullom dz Ghertner Co,,,
,,1938,
