row_label,col_1,col_2,col_3
Tovrea Packing Co,"Mar. 14,1938 Apr. 15,1938 Feb. 28,1938 June 2,1938 Dec. 2,1937","Mar. 18, 1938 Apr. 23, 1938 Mar. 2,1938 June 9,1938 Dec. 14,1937 Oct. 12, 1937 do do June 22,1938 Dec. 8,1937 July 6, 1938 Mar. 1, 1938 do -- Mar. 14, 1938 Feb. 16, 1938 Sept. 30, 1937 May 27, 1938 July 12, 1938 Apr. 8, 1938 May 27, 1938 May 4, 1938 June 18, 1938 do","May 18, 1939 (4"
Triplex Screw Co,,,
Truitt Bros. Shoe Co,,,
Tulsa Boiler & Machinery Co,,,
Union Drawn Steel Co,,,"Dec. 30, 1938"
Union Envelope Co,"Oct. 7,1937",,"Jan. 16, 1939"
Do,do,,Do.
Do,do,,Do.
Union Stock Yards Co,"June 20,1938",,(0
Union-Tribune Publishing Co,"Nov. 29,1937",,"May 2, 1939"
United Fruit Co,"June 21, 1938",,"Apr. 21, 1939"
U. S. Potash Co,"Feb. 21,1938",,"Jan. 18,1939"
"Do U. S. Smelting, Refining & Mining Co","do Mar. 10,1938",,"Do. Jan. 6, 1939"
U. S. Truck Co,"Jan. 24, 1938",,"Feb. 24,1939,"
"Universal Clothing Co., Inc","Sept. 30, 1937",,
"Universal Film,Exchange, Inc","May 26, 1938",,
Universal. Match,Tune I6; 1938,,(4)
"UP.To-Data Candy Manufacturing Co Vail-Ballou Press, Inc","Apr. 4,1938",,
Viking Pump Co,"May 23, 1938 Apr. 28,1938",,
Virginia Electric & Power Co,"May 19,1938",,
Do,,,
Do,do do,do,"(0 Aug. 1,1938:"
Virginia Ferries Co,"Nov. 22,1937","Nov. 26, 1937 do",Do.
Do,"do June 13,1938","June 23,1938",(0
Walworth Manufacturing Co,,"""Oct. 12, 1937","', July 23,1938"
Ward Baking Co Do,"Oct. 11,1937 Jan. 24,1938","Jan. 24, 1938",Do.
"Washburn Wire Co., Inc","Feb. 15, 1938","Apr. 1,1938",
Washington Dehydrated Food Co,"Feb. 23,1938","Feb. 25, 1938",
Washougal Woolen Mills,"Feb. 21,1938","Mar. 2, 1938",
Watson Bros. Transportation Co. Inc,"May 2, 1938","May 3, 1938","Apr. 22, 1939"
Waumbeck Co,"June 27,1938","June 27,1938",(4)
Weber Dental Co,"Dec. 13,1937","Dec. 14, 1937","Jan. 27, 1939"
"Weinberger Banana Co., Inc","Feb. 21,1938","Mar. 8, 1938",
Weirton Steel Co,,"Jan. 30, 1939","Dec. 13,1938"
Wester Garment Manufacturing Co,"Aug. 16,1937","Mar. 23, 1938",
Western Felt Works,"Mar. 21,1938 Dec. 22,1937","Jan. 21, 1938","Dec. 9, 1938"
Western Union Telegraph Co,"Mar. 28,1938","Mar. 28, 1938","i June 18, 1938"
Do,"June 1,1938","July 25, 1938",(0
Westinghouse ElectrieManufacturing Co,"May 5,1938'","May 13,1938",(4)
West Kentucky Coal Co,"Dec. 17,1937","Jan. 11, 1938","Dec. 3, 1938"
West Oregon Lumber Co,"May 26, 1933""","June 30, 1938""",
W. F. & John Barnes Co Wilkes-Barre Record Co,"June 13, 1938","June 14,1938","May 17, 1939"
Williams Coal Co,"Apr. 18, 1938","Apr. 20,1938",
Wilson & Co,"Sept. 13,1937 May 23, 1938","Sept. 22, 1937 June 3, 1938","Feb. 23,1939 (4)"
,,"May 11,1938",
Winnsboro Granite Co Wisconsin Axle Co,"May 9,1938 Mar. 17, 1938","Mar. 18, 1938","Feb. 9, 1939"
Wisconsin Bell Telephone Co,"Feb. 27,1938","Feb. 22,1938","Apr. 20, 1939"
Do,"Feb. 7,1938",do,Do. Do.
Do,do,,
,,do,Do.
"Do Wolte & Koeing, Lynn Coal","do Apr. 11,1938","do May 4, 193R",(I1)
Yale & Towne Manufacturing Co,,"Aug. 17,1937","Jan. 20,1939"
,"July 22, 1937",,
