row_label,col_1,col_2
"Region 12, Madison Build- ing, Milwaukee, Wis.","Wisconsin; Gogebic, Ontonagon, Houghton, Keweenaw, Baraga, Iron, Dickinson, Mar- quette, Menominee, Delta, Alger, School- craft, Luce, Chippewa, and Mackinac Cows- ties in Michigan.","John E. Johnson, director; Robert Ackerberg, at- torney."
"Region 13, Midland Build- ing, 176 West Adams Street, Chicago, Ill.","Lake, Porter, La Porte, St. Joseph, Elkhart, Lagrange, Noble, Steuben, and De Kalb Counties in Indiana; Illinois, north of the northern borders of Edgar, Coles, Shelby, Christian, Montgomery, Macoupin, Greene, Scott, Brown, and Adams Counties.","George J. Bott, director; Lester Asher, attorney."
"Region 14, International Building, Chestnut & 8th Streets, St. Louis, Mo.","Illinois, south of the northern borders of Edgar, Coles, Shelby, Christian, Montgomery, Macoupin, Greene, Scott, Brown, and Adams Counties Missouri, east of the western borders of Scotland, Knox, Shelby, Monroe, Audrian, Callaway, Osage, Mertes, Phelps, Dent, Shannon, and Oregon Counties.","Ross M.Madden, director; Jack G. Evans, attorney."
"Region 15, 820 Union Building, New Orleans, La.","Louisiana; Arkansas; Mississippi; Tennessee, west of the eastern borders of Hardin, Decatur, Benton, and Henry Counties; Alabama, south of the northern borders of Choctaw, Marengo, Dallas, Lovrndes, Montgomery, Macon, and Russell Counties; Florida, west of the eastern borders of Franklin, Liberty, and Jackson Counties.","Charles H. Logan. direc- tor; C. Paul Barker, attorney."
"Region 16, Federal Court Building, Fort Worth, Tex.","Oklahoma, Texas","Edwin A. Elliott, director, Elmer P. Davis, at- torney."
"Region 17, 903 Grand Ave., Kansas City, Mo.","Missouri, west of the western borders of Scot- land, Knox, Shelby, Monroe, Audrian, Calla- way, Osage, Manes, Phelps, Dent, Shannon, and Oregon Counties; Kansas; Nebraska.","Joseph E. Watson, direc- tor; Paul F. Nachtman; attorney."
"Region 18, Wesley Temple Building, Minneapolis, Minn.","Minnesota, North Dakota, South Dakota, Iowa_","Robert Rissman, director, Stephen M. Reynolds, attorney."
"Region 19, 812 Vance Building, Seattle,Wash.","Washington, Oregon, Idaho, Territory of Alaska.","Thomas P. Graham, Jr., director; William A Bab- cock, Jr., attorney."
"Region 20, 1095 Market St., San Francisco, Calif.","Nevada; California, north of the southern borders of Monterey, Kings, Tulare, and Inyo Counties.","Mrs. Alice M. Rosseter, director; Richard A. Per- kins, attorney."
"Region 21, 808 United States Post Office and Court House, Los An geles, Calif.","Arizona; California, south of the southern bor- ders of Monterey, Kings, Tulare, and Inyo Counties.","Elwyn J. Eagen, director; Guy Farmer, attorney."
"Region 22, 312 Colorado Building, 16th dr Cali fornia Streets, Denver, Colo.","Montana, Utah, Wyoming, Colorado, New Mexico.","Louis J. Disser, director; Willard Y. Morris, at- torney."
"Region 23, 341 Federal Building, Honolulu, T. H.",Territory of Hawaii,"Arnold L. Wills, director."
"Region 24, Post Office Box 4507, San Juan, P. R.",Puerto Rico,"Melton Boyd, director."
