row_label,col_1
1-R-3609,"DuPaul Central Optical Co., Inc."
4-R-2114 4-R-2610,"du Pont, E. I., de Nemours & Co. du Pont, E. I., de Nemours & Co."
5-R-2724,"du Pont, E. L, de Nemours & Co."
5-R-2773,"du Pont, E. I., de Nemours & Co."
5-R-2791,"du Pont, B. I., de Nemours & Co., Inc."
5-R-2836,"du Pont, E. I., de Nemours & Co., Spruance Plant, Rayon"
9-R-2272,"du Pont, E. I., de Nemours & Co."
9-R-2329,"du Pont, E. I., de Nemours & Co."
9-R-2354,"du Pont, E. I., de Nemours & Co."
5-R-2835,"du Pont, E. I., de Nemours & Co."
16-R-2171,"Pont, B. I., de Nemours & Co."
,du
17-R-1676,"Eagle Picher Mining & Smelting Co., The. Motors & Specialties Co."
13-RA138,Electric
18-R-1704,"Electric Service System, Inc."
20-R-1910,Emerson Flag Co.
9-R-2686,"Employing Printers Electrotype Co., The."
2-R-6892,"Ericcson Screw Machine Prods., Co., Inc."
10-R-2552,Evans Metal Co.
13-R-3928,"Excello Press, Inc., The."
13-R-3934,"Excello Press, Inc., The."
10-R-2149,
10-R-2510,"Fairbanks Co., The. Fairbanks Co., The."
18-R-1770,Fairmont Creamery Co.
,Fanning-Schuett Engineering Co.
4-R-2193 13-R-3856,"Federal Auto Products Co., Inc."
9-R-2480,"Federal Foundry Supply Co., The."
10-R-2269,Federal-Mogul Corp.
5-R-2827,"Fletcher Fixture Co., Inc."
18-R-1876,Foley Mfg. Co.
5-R-2920,"Foster Bros., & Co. Lumber"
15-R-2028,Foxworth-Galbraith Co.
20-R-1717,"Frank, S. H., Co."
13-R-3681,"Frederick Post Co., The."
18-R-1802,Freeman Mfg. Inc.
8-R-2606,"French Oil Mill Machinery Co., The."
6-R-1702,"Galeton Foundry Co., Ine. Gardner-Richardson Co., The."
9-R-2852 18-R-1651,Garon Knitting Mill
20-R-1953,Gates Rubber Co.
,Chemical
4-R-2171 4-R-2372,General Co. General Chemical Co.
21-R-3707,General Chemical Co.
,General Chemical Co.
4-R-2175,"Electric Appliance, Inc. Appliance and Merchandise Department."
21-R-3984 2-R-7622,General
1-R-3393,"General Electric Co., General Electric Co."
2-R-7537,General Electric Co.
,General Electric Co.
3-R-1468,General Electric Co.
3-R-1488,General Electric Co.
4-R-2252,
,General Electric Co.
13-R-4028 4-R-2176,"General Electric Co., Chemical Plastics Division."
4-R-2224 8-R-2479,"Department, General Electric Co., Chemical Department, et al. General Electric Supply Corp."
16-R-2253,Electric Supply Corp.
4-R-2119,"General Motor Corp., GMC Truck and"
,"General Coach Division. General Motors Corp., General Motors Parts Division."
5-R-2532,Division.
6-R-1502,"General Motors Corp., GMC Truck and Coach"
7-R-2277,"General Motors Corp. General Motors Corp., Buick Motor"
,Division.
7-R-2372 7-R-2440,"Motors Corp., Buick Motor"
7-R-2443,"General Division. General Motors Corp., Saginaw Malleable Iron"
7-R-2483,Division.
,General
,Motors Corp.
