row_label,Number eligible to vote,Total elections,Total elections — Percent of total,RD elections — In which decertified — Number,RD elections — In which decertified — Percent by size class,RD elections — Won by AFL-CIO unions retaining cert — Number,RD elections — Won by AFL-CIO unions retaining cert — Percent by size class,RD elections — Won by Teamsters retaining cert — Number,RD elections — Won by Teamsters retaining cert — Percent by size class,RD elections — Won by Other national unions retaining cert — Number,RD elections — Won by Other national unions retaining cert — Percent by size class,RD elections — Won by Other local unions retaining cert — Number,RD elections — Won by Other local unions retaining cert — Percent by size class
Total RD elections,42781,902,100.0,151,,50,,24,,11,,,
