row_label,col_1,col_2,col_3
17-C-1543,"Grace Co., The.",14-C-1273,"Opelika Textile Mills, Inc."
1-C-2540,"Granite State Machine Co., Inc.",14-0-1092,Owens-Illinois Glass Co.
14-C-1265,Hamilton-Scheu & Walsh Shoe Corp.,19-0-1573 1-0-2970,"Pacific Powder Co. Pappas, C., Co., Inc."
10-C-2066,"Highland Park Manu- facturing Co., Plant.",2-0-6529,"Paramount Pictures, Inc."
16-C-1255 5-C-2288,Hillsboro Cotton Mills. Hinde & Dauch Paper Co.,16-0-1479,Pauls Valley Milling Co.
15-C-1302,"Homes, D. H., Co., Ltd. Horn Manufacturing",10-0-1962 5W-C-0019,Piedmont Cotton Mills. Piedmont Wagon & Manufacturing Co.
18-C-1379,"Co., Inc.",4-0-1743,"Polk, R. L., & Co."
10-C-2157 21-C-3100 6-C-1057 10-0-2115,Interchemical Corp. Interstate Engineering Corp.,16-C-1578 2-0-6599,"Postex Cotton Mills, Inc. Press Wireless Manu-"
,"Jenks, Elwood M. Joanna Mills.",16-C-1501,facturing Corp. Quarles
6-C-1137,"Joy Togs, Inc. Judge, R. W., Works.",,"Manufacturing Co., N. B. Quarrels, d/b/a."
1-C-2872,Optical,2-0-6567,"Raybestos Manhattan, Inc., The."
14-0-1001,"Kearney, Corp. Kelco Corp. James R.,",3-C- 934,"Revere Copper & Brass, Inc."
5-C-2218 6-C-1165,"Kenna Metal, Inc.",15-0- 983 10-0-1803,"Rice-Stix of Arkansas, Inc. Russell Manufacturing Co., Inc."
4-C-1602 7-C-1475 10-C-2270,"Lancaster Garment Co. Larsen Co., The. Lewis, J. C., Motor Co.,",15M-C- 28,Scott Paper Box Co. Manufacturing
8-C-2108,"Inc. Loudonville Milling Co.,",1-0-2601,Selig Co. Sportswear.
10-C-2057,"The. , Macon Textile Co.",16-0-1509 18-0-1417 15-0-1065,"Sidran- Sioux City Brewing Co. Smith, W. T., Lumber Co."
15-C-1205 19P-C-0007,"Magnolia Cotton Mill Co., Inc., & N. & W. Overall Co., Inc. Martin Brothers Box Co., The. Massey Gin and Ma-",14-C-1129 10-0-2196 20-C-1426,"Socony Vacuum Oil Co., Inc. Southern Fruit Distrib- utors, Inc."
10-C-2083,"chine Works, Inc. Mckinney Lumber Co.,",15-0-1089,Stanislaus Canning Co. Steinberg & Co. Sunland Biscuit
15-G1389,,24-0-119,"Co.,"
9-C-2491 23-C-0068,"The. Mengel Co., The. Metropolitan Meat",13-0-2774 16-0-1435,Inc. Superior Engraving
,Market.,,Co. Supper-Cold Southwest Co.
5-C-1564,"Milburn, Alexander,",10-0-2294,Tennessee Valley Broad-
13-C-3017,"Co., The. Myers Products Corp.",,"casting. Texas Co., The."
10-G1925,"Mylan Sparta Co., Inc.",14-0-1125 5-C-2123,"Thomas Brothers,"
6-C-1147,National Electric ucts Co. Prod-,,"Wholesale Produce. Tower Hosiery Mills, Inc."
5-C-2194,National Plastic Prod-,5W-C-1847,
2-C-6820,"ucts Co., The. Nelson, N. P., Works, Inc. Iron",16-0-1480,Vanette Hosiery Mills. Victor Manufacturing
,,13-0-2733,& Gasket Co.
8-C-2179 6-C-1059,"Ohio Power Co., The.",10-0-2139,"Wayneline, Inc."
,Olympic Luggage Corp.,,Western Can
,,20-0-1716,
,,,Co.
