row_label,col_1,col_2
1,1,1
8(b)(1)..................................................................,5437,83.0
8(b)(2)..................................................................,488,7.4
8(b)(3)..................................................................,424,6.5
8(b)(4)..................................................................,654,10.0
8(b)(5)..................................................................,6,0.1
8(b)(6)..................................................................,8,0.1
8(b)(7)..................................................................,100,1.5
B1. Analysis of 8(b)(4),B1. Analysis of 8(b)(4),B1. Analysis of 8(b)(4)
Total cases 8(b)(4)................................................,614,100.0
8(b)(4)(A)..............................................................,26,4.2
8(b)(4)(B)..............................................................,365,59.4
8(b)(4)(C)..............................................................,16,2.6
8(b)(4)(D)..............................................................,167,27.2
8(b)(4)(A)(B)........................................................,31,5.0
8(b)(4)(A)(C)........................................................,1,0.2
8(b)(4)(B)(C)........................................................,8,1.3
1,1,1
8(b)(4)(A)..............................................................,58,9.4
8(b)(4)(B)..............................................................,404,65.8
8(b)(4)(C)..............................................................,25,4.1
8(b)(4)(D)..............................................................,167,27.2
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(b)(7)................................................,95,100.0
8(b)(7)(A)..............................................................,18,18.9
8(b)(7)(B)..............................................................,9,9.5
8(b)(7)(C)..............................................................,63,66.3
8(b)(7)(A)(C)........................................................,3,3.2
8(b)(7)(B)(C)........................................................,2,2.1
1,1,1
8(b)(7)(A)..............................................................,21,22.1
8(b)(7)(B)..............................................................,11,11.6
8(b)(7)(C)..............................................................,68,71.6
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e)
Total cases 8(e)....................................................,27,100.0
Against unions alone............................................,22,81.5
Against employers alone......................................,3,11.1
Against both..........................................................,2,7.4
D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g)
Total cases 8(g)....................................................,35,100.0
