row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois.......................................................,220,121,111,9,1,99,8737,7167,3526,3345,139,42,3641,3762
Indiana.......................................................,60,30,28,1,1,30,2595,2308,952,934,10,8,1356,863
Michigan...................................................,134,59,58,1,0,75,9764,8392,3824,3713,15,96,4568,2628
Ohio...........................................................,140,61,56,4,1,79,12901,11938,5185,4883,151,151,6753,3096
Wisconsin..................................................,56,23,21,2,0,33,3260,2629,1049,1025,24,0,1580,1240
East North Central................................,610,294,274,17,3,316,37257,32434,14536,13900,339,297,17898,11589
Alabama....................................................,26,14,13,0,1,12,2931,2676,1285,1172,0,113,1391,1154
Kentucky...................................................,42,11,11,0,0,31,4304,3889,1457,1447,0,10,2432,817
Mississippi................................................,15,12,12,0,0,3,1291,1142,848,848,0,0,294,1186
Tennessee..................................................,33,14,12,2,0,19,3827,3350,1446,1421,11,14,1904,914
East South Central................................,116,51,48,2,1,65,12353,11057,5036,4888,11,137,6021,4071
New Jersey................................................,160,92,85,3,4,68,9211,7682,4279,3588,373,318,3403,4852
New York..................................................,253,147,118,12,17,106,24636,18945,11839,10094,397,1348,7106,15327
Pennsylvania.............................................,215,123,111,9,3,92,13684,11579,5700,5178,422,100,5879,6655
Middle Atlantic....................................,628,362,314,24,24,266,47531,38206,21818,18860,1192,1766,16388,26834
Arizona......................................................,14,8,4,3,1,6,1032,925,490,405,80,5,435,511
Colorado....................................................,24,18,18,0,0,6,1322,1624,1215,1215,0,0,409,561
Idaho..........................................................,5,2,2,0,0,3,96,101,46,20,26,0,55,10
Montana....................................................,14,8,7,1,0,6,562,529,235,123,24,88,294,146
Nevada......................................................,39,22,21,1,0,17,4709,4264,1657,1429,228,0,2607,1469
New Mexico..............................................,11,8,7,1,0,3,674,601,323,318,5,0,278,288
Utah...........................................................,3,0,0,0,0,3,107,135,62,62,0,0,73,0
