row_label,col_1
,General Electric Supply Corp.
2-R-7912,General Electric Supply Corp.
2-R-7873,General Motors Corp.
4-R-2608,General Motors Corp. (Delco Remy Division).
13-R 4450,"Hall, W. F., Printing Co."
2-R-7883,"Herman Machine Co., Inc."
7-R-2683,Hudson Motor Car Co.
9-R-2425,Imperial Ice Cream Co.
13-R-4488,"James, D. 0., Mfg. Co."
2-R-7878,"Kemball, A., Co."
1-R-3832,"Kerite Co., The."
9-R-2154,Krauth & Benninghofen.
17-R-1813,"Leggett & Platt, Inc."
9-R-2701,"McCullough, J. Charles, Seed Co., The."
13-R--4433,Majestic Radio Corp.
4-R-1664,"Newberry, J. J., Co."
16-R-2304,"North Texas Steel Co., Inc."
9-R-2742,Ohio Paper Co.
21-R-4033 21-R-4059,"Pacific Press, Inc."
20-R-2097,"Pacific Press, Inc."
17D-R-49,Pacific Telephone & Telegraph Co.
13-R-4342,"Penney, J. C., Co,, Store No. 33. Peoples Gas Light 8c Coke Co., The."
10-R-2699,Pepperell Mfg. Co.
6-R-1689,"Pittsburgh & West Va., Gas Co."
15-R-2202,Plymouth Cordage Co.
16-R-2286,Pollock Paper & Box Co.
23-R-311,"Provision Co., Ltd."
21-R-4021,Radio Corp. of America.
13-R-4460,"Randolph Laboratories, Inc."
3-R-1516,Rochester Telephone Corp.
7-R-2637,Semet-Solvay Engineering Corp.
3-R-1305,"Smith, F. A., Mfg. Co."
2-R-7965,Spring Products Corp.
20-R-2256,Standard Oil Co. of California.
16-R-2191,"Storm Vulcan Mfg. Co., Inc."
9-R-2602,
,"Straitsville Brick Co., The."
13-R-4$95,Triangle Package Machinery Co.
6-R-1800,West Hickory Tanning Co.
13-R-4518,"Westinghouse Radio Stations, Inc."
4-R-2725,"Williams, Ichabod T., & Sons."
10-R-2714,"Williams, 0. L., Veneer Co., Inc."
1-R-3799,"Wilson & Co., Inc."
9-R-2723,"Wuest, Adam, Inc."
13-R-4307,Zenith Radio Corp.
