row_label,col_1,col_2,col_3
9-R-2602,"Straitsville Brick Co., The.",13-R-4518,"Westinghouse Radio Sta- tions, Inc."
13-R-4395,Triangle Package Ma- chinery Co.,4-R-2725 10-R-2714,"Williams, Ichabod T.,& Sons. Williams, 0. L., Veneer"
21-R-4040,Vapor Recovery System Co.,1-R-3799 9-R-2723,"Co., Inc. Wilson &Co., Inc. Wuest, Adam, Inc."
6-R-1800,West Hickory Tanning Co.,13-R-4307,Zenith Radio Corp.
C. Cases certified or dismissed on the:basis of the record1,C. Cases certified or dismissed on the:basis of the record1,C. Cases certified or dismissed on the:basis of the record1,C. Cases certified or dismissed on the:basis of the record1
13-R-4392,American Cabinet Hard- ware Corp.,10-R-2642,"Meredith, William C., Co., Inc."
16-R-2215,American Republics Corp.,15-R-2057,Meridian Grain &Eleva- tor Co.
4-R-2542,Binder Cooperage Co.,2-R-7760,National Chair Co.
13-R-4268,Bodine Printing Co.,8-R-2662,"Neon Products, Inc."
9-R-2687,"Bradley &Gilbert Co.,",1-R-3664,"New England Retinning, _ Inc."
,The.,4-R-2568,Philadelphia Gas Works
10-R-2377 14-R-1700,Central Foundry Co. Cerf Bros. Bag Co.,,"Co., The."
21-R-3832,Chrysler Motors of Calif.,21-R-3734,Puritan Ice Co.
7-R-2594 6-R-1726 15M-R-81,Clark Equipment Co. Clearfield Machine Co. Coca-Cola Bottling Co.,9-R-2708,Queen City Industries.
10-R-2616 13-R-4309,"of Arkansas. Commercial Printers, Inc. Crane Co.",2-R-7766 2-R-6944,"Radiant Lamp Co. Raybestos Manhattan Co., The."
,"Fairmont Mills, Inc.",5-R-2949,Reynolds Metals Co. Royal Palm Furniture
10-R-2634 15-R-2137,Fayette Hardwood Co. Filtrol Corp.,10-R-2444,"Factories, Inc."
21-R-3961 10-R-2628,Florida All-Bound Box Co.,20-R-1844 15M-R-1930,"S &WFine Foods, Inc. Salant &Salant, Inc. Samsel Time"
5-R-2913,"Freezer, J.,& Sons.",13-R-4219,"Control, Inc."
3-R-1483 1-R-3539,"Gloversville Knitting Co. Gongdon, F. G., Co.",1-R-3769 21-R-3919,"Scott &Williams, Inc. Shepherd Tractor& Equipment Co."
2-R-7226,"Hat Corp. of America, The.",7-R-2662 13-R-4172,"Solvay Process Co., The."
,Herff Motor Co.,,Spencer-Cardinal Corp.
15M-R-46,,16E-R-8,Standard Oil Co. of Texas.
20-R-1582,Idaho Maryland Mines Corp. Interchemical Corp.,10-R-2511,"Tamiami Trail Tours,"
2-R-7402 5-R-2964,"Jones, Paul, &Co., Inc.",1-R-3474,"Inc. Tidewater Associated Oil Co., Inc."
16-R-2202,Lehigh Valley,,Tr-Cities Broadcasting Co.
4-R-2619,Kimbell-Texarkana Co.,10-R-2572,"Trindl Products, Ltd."
,Throwing,13-R-4391,
9-R-2544,"Mills, Inc. Liggett &Myers To-",3-R-1555,Vanadium Corp. of America.
2-R-7543,"bacco Co. Lowenstein, Casper Inc.",,
7-R-2585,Macomb Trailer Coach,16-R-2285 13-R-4269,Weaver Iron Works. Western Electric Co.
16-R-1983,Co. Med-Co. Gasoline Co.,5W-R-61,"Wheeler, A. W., &Son, Inc."
