row_label,col_1
16-R-1898,Parker Bros. & Co.
15-R4765 18-R-1722,"Parker, M. B., Co. Pastor, J. D., & Co."
5-R-2891,Patapsco Scrap Co.
2-R-7486,Paterson Silk Machinery Exchange.
13-R-4076,"Pates Bros., Inc."
8-R-1484,Pathfinder Chemical Corp.
2-R-6427,"Patterson, J. A., Trucking Corp."
5-R-2775,Patterson Mills.
17-R-1450,"Peck, George B., Inc."
1-R-8482,"Peck, Stowe & Wilcox Co., The."
,Pembroke Limestone Corp.
1 5-R-2710,
6-R-1211,Pennsylvania Coal & Coke Corp.
5-R-2441,Peoples Life Insurance Co.
18-B-4274,Peoria Wholesale Liquor Distributors'
5-R-25$7,Perfection Garment Co.
8-R-2428,Perfection Spring & Equipment Co.
9-R-2497,Pet Milk Co.
4-R-2568,"Philadelphia Gas Works Co., The."
10-R-2477,"Phillips, Dr. P., Canning Co."
5-R-2882 18-R-1929,"Phillips Packing Co. Phillips Petroleum Co., Borger Refinery."
,Phillips Petroleum Co.
18-R-2098,
9-R-2899,"Pickerington Creamery, Inc. Paper Stock Co."
4-R-2874,"Pioneer Machinery Co., The."
8-R-2842,Pipe Aircraft Corp.
6-R-1681,Piper
16-R-1971 6-R-1484,Piper Aircraft Corp. Pittsburgh Coal Co.
10-R-1822,"Pizitz, Louis, Dry Goods Co."
,Plankinton Packing Co.
18-R-8562 5W-R-25,"Planters Cotton Oil & Fertilizer Co. Corp., The."
9-R-2416 4-R-2873,Plastex Apparel Mfg. Co.
13-R-8968,Pocono National Alliance.
,"Polish Cotton Mills, Inc."
16-R-2080,Co.
8-R4504,Postex Post-Standard
,Tie & Lumber
,Potosi Poultry Producers of
16-R-1972,"Co. California. Castings Co.,"
20-R-2199 8-R-2814,"Central Precision Inc. Pressed Steel Car Co., Inc."
6-R-1458 18-R-4146,Products Manufacturing & Prudential Insurance Co. of
19-R-2092,Engineering Corp. America. Public Service Corp.
,Oil Co.
2-R-6774 8-R-2547,Pure
,Puritan Ice Co. Puritan Knitting Mills
21-R-8784 6-R-1550,"Products, Inc."
,Co.
2-R-.7262 6-R-1482,Purolator Pursglove Mining Co.
5-R-2480 11-R-1089,Quaker City Life Insurance Co. Quaker Maid Co.
,Inc.
2-R-7465,"RCA Communications, Corp. of America. Corp. of America."
4-R-2194 5-R-2922,Radio Radio Corp. of
2-R-6917,Radiomarine America. Corp. of America. Receptor Co.
2-R-7202,Radiomarine Rail 8c River Coal Co.
2-R-7116,"Radio Co., The."
8-R-2844,Randall
,"Raybestos-Manhattan,"
9-R-2299,"Inc. Raybestos-Manhattan Co.,"
"2-R-,6894 2-R-6944",The. Joseph.
5-R-2962,Scientific Corp.
,"Raymond, Reade Ready Foods Canning"
,Foods Canning
2-R-7086 13-R-8757.,Corp. Corp.
17-R-1648,Ready Lands Coal Co.
6-R-1522,
,Red
