Standard Federal Region,All cases,All C cases,CA,CB,CC,CD,CE,CG,CP,All R cases,RC,RM,RD,UD,AC,UC
"Continuation - Regions IV, V, VI, VII with constituent states (Region IV: Florida etc; Region V: Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin; Region VI: Arkansas, Louisiana, New Mexico, Oklahoma, Texas; Region VII: Iowa, Kansas, Missouri, Nebraska)",,,,,,,,,,,,,,,,
