row_label,col_1,col_2,col_3
13-R-4435,"Armstrong Bros., Tool Co.",7-R-2582,"Kelsey-Hayes Wheel Co Kidder Press, Inc."
I6-R-2214,"Auge, Ed, Packing Co.",1-R-3748 10-R-2139 7-R-2616,"King, T. C., Pipe Co. King Trendle Broadcast-"
15M-R-77,"Bruce, E. L., Co.",,ing Corp.
15-R-2169,Chicago Mill & Lumber Co.,1-R-3706 10-R-2357,"Knight, George & Co. Korn Industries, Inc."
13-R-4330,Columbia Envelope Co.,13-R-4231,Lever Bros. Co.
10-R-1842,"Combustion Engineering Co., Inc.",5W-R-2778,Liggett & Myers Tobacco Co.
15-R-2196,Commercial Solvents Corp.,,
10-R-2546,Consolidated Vultee Air- craft Corp. (Nash- ville Division).,4-R-2643,"MacCallum Lines, The, Earl D. MacCallum, d/b/a."
16-R-2099,Continental Oil Co.,5-R-2910,"Martin, Glenn L., Co. Matthiessen & Hegeler"
157R-2077,Copolymer Corp.,13-R-4388,Zinc Co.
16-R-2034,Deep Oil Development,11-R-962,Morris Paper Mills.
15-R-2151,Co. Delta Pine Products,9-R-2557,"National Cash Register Co., The."
17D-R-1606 7-R-2649,"Corp. Denver Dry Goods Co. Detroit Edison Co., The.",8-R-2626 8-R-2575,"Ohio Power Co., The. Ohio Rubber Co."
9-R-2590,Emperor Coal Co.,19-R-2075,"Pacific Telephone & Tele- graph Co., The."
4-R-2623,Fab-Weld Corp.,19-R-2076,"Pacific Telephone & Tele- graph Co., The."
7-R-2593,"Federated Publications, Inc., Radio Stations, Well & Well FM.",15-R-2113,"Palmer, G. L., Packing Co."
15-R-2085,Flintkote Co.,5-R-2710,Pembroke Limestone Corp.
5W-R-2513,Gastonia Combed Yarn Corp.,8-R-2547,Pure Oil Co.
13-R-4226 13-R-3947,"Gasway Corp. Gaylord Products, Inc.",5-R-2922 5-R-2962,"Radio Corp. of America. Raymond, Joseph."
9-R-2659,"Glidden Co., The.",5-R-2945,Rowe-Jordon Furniture
8-R-2616,Golden Age Beverage,,Corp.
2-R-7712,"Co., Inc. Grady, George, Press, Inc.",13-R-4155 5-R-2951,"Ruberoid CO., The. Rutherford Freight Lines, Inc."
13M-R-16,Green Bay Drop Forge Co.,15-R-2173,Seminole Manufacturing
3-R-1407,Hooker Electrochemical Co.,8-R-2655,"Co. Shenango Furnace Co., The."
5-R-2852,Imperial Tobacco Co.,7-R-2540,"Simplicity Pattern Co., Inc."
15-R-2160,"International Salt Co., Inc.",5-R-2952,Standard Lime & Stone Co.
14-R-1708,International Shoe Co.,", 13-R-4312",Sunbeam Corp.
17-R-1800,International Shoe Co.,,
16-R-2258,Interstate-Trinity Ware- house Co.,10-R-2451,Taylor Department Stores.
18-R-1736,Iowa Packing Co.,10-R-2544,"Tennessee Coal, Iron & Railroad Co."
9-R-2657,"Jaeger Machine Co., The.",4-R-2101,Thermoid Co. Trimont
2-R-7177,Journal of Commerce Corp.,1-R-3487,Manufacturing _1 Co.
