row_label,col_1,col_2,col_3
7-RC-457 1-RC-178,U. S. Gypsum Corp. United States Time Corp.,8-RC-110 10-RC-481,Westinghouse Electric Corp.
38-RC-26,"WORA, Radio Station. Ward Baking Co.",18-RC-175,Whiteway Pure Milk Co. Wilson & Co. Wilson Foundry & Ma-
10-RC-149 21-RC-428,"Warner Printing Co. Washburn Wire Co. Welding Shipyards, Inc. Westbrook Enterprise.",7-RC-357,chine Co.
2-RC-246,,8-RC-158 30-RC-34 20-RC-58,Wilson Transit Co. Winter-Weiss Co.
5-RC-151,,,Winton Lumber Co.
5-RC-89,West Coast Rendering,,
21-RC-87,& Fertilizer Co.,,
LMRA-RM cases-Union-Shop Authorization Cases,LMRA-RM cases-Union-Shop Authorization Cases,LMRA-RM cases-Union-Shop Authorization Cases,LMRA-RM cases-Union-Shop Authorization Cases
19-RM-2,"Alaska Salmon Indus- try, Inc.",10-RM-15,Merrill-Stevens Dry Dock & Repair Co.
3-RM-34,"Bailey Slipper Shop, Inc.",18-RM-22,Retail Employee Rela-
1-RM-12,Brockton Wholesale Grocery Co.,35-RM-10,"tions Commission. Retail Merchants Asso- ciations of Terre Haute,"
16-RM-13,Deep Rock Oil Corp.,,Ind.
36-RM-26 21-RM-84,Haleston Drug Stores. Hartman Concrete Ma- terials Co.,10-RM-16,Standard-Coosa- Thatcher Co.
14-RM-4,Lake Tankers Corp.,18-RM-25,Wawina Co-Op. Society.
21-RM-34,"Marsh, Murray B., Co., Inc.",2-RM-77,York Motor Express Co.
4. LMRA-RD cases,4. LMRA-RD cases,4. LMRA-RD cases,4. LMRA-RD cases
17-RD-5,"Boeing Airplane Co., Wichita Division.",9-RD-38,"Knight, Maurice A., Sons Co."
30-RD-6,Bussard Taxi & Bus Service.,4-RD-21 14-RD-5,"Marine Fabricators, Inc. Merchants Refrigerat-"
9-RD-34 10-RD-32,Conlon Baking Co. Crane Co.,17-RD-4,ing Co. Midland Building Co.
10-RD-41,"Griffin Hosiery Mills, Inc.",21-RD-25,Paramount Shoulder Pad Co.
,,21-RD-64,Richfield Oil Corp.
2-RD-36,Industrial Venetian Blind Co.,18-RD-10,St. Paul Brass Foundry
15-RD-15,Ingalls Shipbuilding Corp.,15-7RD-14,"Co. Swanson Hosiery Mills, Inc."
III. Union-Shop Authorization Cases,III. Union-Shop Authorization Cases,III. Union-Shop Authorization Cases,III. Union-Shop Authorization Cases
18-UA-108,Furniture Firms of Du-,35-UA-3,Indianapolis Water Co.
,luth.,17-UA-598,Middle States Utilities
9-UA-791 9-UA-792 19-UA-1767,"Godman, H. C., Co., The Godman, H. C., Co. Gold Medal Dairies.",18-UA--227,"Northland Greyhound Lines, Inc."
