row_label,col_1,col_2
"Spitzer, R. G., d/b/a Rio Grande Truck Lines",25,108
"Staley, A. E., Manufacturing Company",31,161
"Staley, A. E., Manufacturing Company",31,161
"Staley, A. E., Manufacturing Company",31,161
"Staley, A. E., Manufacturing Company",31,161
Standard Brake Shoe & Foundry Company,29,167
Standard Forgings Corporation,26,122
Standard Forgings Corporation,26,122
"Standard Magazines, Inc., and Better Pubs., Inc",31,43
"Standard Oil Company, Indiana",25,122
"Standard Oil Company, Indiana, Stan°lind Oil and Gas Company",25,122
"Standard Oil Company, The, Cleveland, Ohio",32,87
Standard Plating Works,26,92
"Standard Tool Company, The",27,112
Star-Times Publishing Company,,
"Steel Storage File Company, The",25,60
"Stockholders Publishing Company, Inc",27 28,46 151
Stoner Manufacturing Corp,n,75
Sullivan Machinery Company,,
,31,125
Supreme Liberty Life Insurance Company,32,18
"Swift & Company, St. Joseph, Mo",27,148
"Swift & Company, Vernon, Calif",27,202
"Swift & Company, Springfield, Mo",,86
,30,
Taystee Bread Company and Purity Bakeries Corporation Teleradio Engineering Corporation,27 26,204 89
"Tennessee Coal, Iron and Railroad Company Tennessee Copper Company",32 25,79 22
,28,
"Texas Company, The, Port Neches Refinery",29,87 108
"Texas Company, The, Port Neches Refinery Thunder Lake Lumber Company",31,156
"Tidewater Associated Oil Company, Associated Division",29,
,,15 104
Tidewater Timber Company,26,
Times Mirror Co,28,151
"Towne, Robinson Nut Company Transformer Corporation of America",29 26,161 44
"Transogram Company, Inc",31,36
Trojan Powder Company,29,41
"Truckowners Freight Company, The",25,
Truscon Steel Company,33,70
,,14
Truscon Steel Company,33,14
"Tuthill Spring Co., a corp Twentieth Century Fox Film Corporation, Beverly Hills, Calif",28,144 8
,27 27,
"Twentieth Century Fox Film Corporation, Beverly Hills, Calif Twentieth Century Fox Film Corporation, New York, N. Y",32,133 130
"Division Union Electric Company of Missouri, St. Louis, Mo. Union Electric Company of Missouri, St. Louis, Mo.",31 33,168 1
Union Hardware & Metals Company,33,1
Union Switch and Signal Company,31 30,120 130
Union Tanning Company,26,45
United Aircraft Corporation,32,13
United Artists Corporation,,130
"United Brass Works, Inc",32 31,157
"United Scientific Laboratories, Inc",29,36
United States Lines Company,28,
United States Lines Company •,,135 135
United St'ates Lines Company,28,135
,28,72
"U. S. Phosphoric Products Division United States Smelting, Refining & Mining Company",30,
,27,83
United States Rubber Company ',30,152
United Steel and Wire Company,28,115
United Stove Company,30,49
"Universal Pictures Co., Inc., N. Hollywood, Calif",,8
,27,
