row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,2014,1592,1104,345,90,27,0,1,25,398,320,11,67,10,0,14
Indiana....................................................................,978,837,666,159,6,2,0,0,4,133,108,3,22,4,0,4
Michigan..................................................................,1858,1556,1141,381,20,2,7,0,5,281,221,6,54,10,0,11
Ohio........................................................................,2091,1782,1347,381,40,6,2,0,6,289,226,6,57,11,0,9
Wisconsin................................................................,638,511,389,116,4,2,0,0,0,120,96,2,22,4,0,3
East North Central..............................................,7579,6278,4647,1382,160,39,9,1,40,1221,971,28,222,39,0,41
Alabama..................................................................,492,428,351,77,0,0,0,0,0,59,45,3,11,0,1,4
Kentucky..................................................................,542,448,362,83,1,0,0,0,2,91,65,2,24,0,0,3
Mississippi..............................................................,213,167,146,20,1,0,0,0,0,46,43,1,2,0,0,0
Tennessee................................................................,525,454,371,81,2,0,0,0,0,71,62,2,7,0,0,0
East South Central..............................................,1772,1497,1230,261,4,0,0,0,2,267,215,8,44,0,1,7
New Jersey..............................................................,1639,1310,1019,239,29,19,1,0,3,302,253,6,43,8,1,18
New York................................................................,4073,3425,2244,979,134,35,2,3,28,602,527,18,57,5,0,41
Pennsylvania............................................................,2327,1930,1449,404,42,28,0,1,6,348,300,4,44,10,21,18
Middle Atlantic..................................................,8039,6665,4712,1622,205,82,3,4,37,1252,1080,28,144,23,22,77
Arizona....................................................................,337,292,237,52,3,0,0,0,0,41,34,2,5,0,0,4
Colorado..................................................................,617,506,412,90,2,0,0,2,0,101,61,29,11,1,0,9
Idaho........................................................................,70,61,50,11,0,0,0,0,0,9,7,2,0,0,0,0
Montana..................................................................,131,85,73,12,0,0,0,0,0,39,26,1,12,1,1,5
New Mexico............................................................,195,172,149,22,0,0,0,0,1,21,18,0,3,1,0,1
Nevada....................................................................,583,508,350,123,17,16,0,0,2,74,59,0,15,0,0,1
Utah........................................................................,107,86,66,16,2,0,0,0,2,19,16,0,3,1,0,1
Wyoming................................................................,48,37,33,3,1,0,0,0,0,11,10,0,1,0,0,0
Mountain............................................................,2088,1747,1370,329,25,16,0,2,5,315,231,34,50,4,1,21
,501,422,340,76,1,2,0,2,1,73,64,1,8,1,1,4
Connecticut..............................................................,934,,,,24,,,,,,103,0,,1,0,13
Massachusetts..........................................................,,801,633,135,,4,1,1,3,119,,,16,,,
Maine...................................................................... New,81,64,50,11,2,0,0,0,1,16,13,0,3,0,1,0
Hampshire...................................................... Rhode Island............................................................,54 158,43 122,31 92,11 22,0 8,1 0,0 0,0 0,0 0,10 29,8 27,0 0,2 2,1 3,0 0,0 4
