row_label,col_1
18-R-8754,Union Bus Depot.
14-R-1482,Union Electric Co. of Missouri & Union
16-R-2007,"Electric Power Co. Union Mfg. Co., Harris, Morris & Anna, Copartners d/b/a."
18-R-1548,United Brick & Tile Co.
II-R.-1195,United Cabinet Co.
20-R-1867,United Engineering Co.
13-R-8988,United Generator & Armature Service Co.
2-R-7705,"United Parcel Service of New York, Inc."
1-R-8887,"United Smelting & Aluminum Co., Inc."
13-R-4128,U. S. Bottlers Machinery Co.
16-R-2005,"U. 5, Cold Storage."
8-R-2362,U. S. Gypsum Co.
,Gypsum Co.
2-R-6573,U. S.
7-R-2519 2-R-6628,"U. S. Gypsum Co. U. S. Industrial Chemicals, Inc."
5-R-2539,U. S. News Publishing Corp. & Bureau of National Affairs.
18-R-4389,
,U. S. Reduction Co.
21-R-3730,U. S. Rubber Co.
21-R-8484,U. S. Rubber Co.
1-R-8407,United Tool & Die Co.
18-R-4834,Unity Mfg. Co.
9-R-2378,Univis Lens Co.
6-R-1478,"Valley Camp Coal Co., The."
8-R-1555,Vanadium Corp. of America.
2-R-7603,"Van Iderstine Co., The."
I-R-2182,"Veneer Products Co., Donald R. Rice & Allie E. Sails d/b/a."
6-R-1517,Vinton Coal & Coke Co.
10-R-2020,"Virginia-Carolina Chemical Corp. Virginia & Pittsburgh Coal & Coke Co., The."
6-R-1478,
11-R-1119,"Volney Felt Mills, Inc. Felt Mills, Inc."
18-R-8735,Volney
,"Voos Co., The."
1-R-8308,W.
18-R-8634 4-R-2289,A. L T. Radio Station. WCAU Broadcasting Co. Waddell
6-R-1599,Fuel Co. Wagner Electric Corp.
14-R-1472,
5-R-2730,Waldensian Hosiery Mills. Walker Electrical Co.
10-R-2446,"Warner Colleries Co., The."
8-R-2345,Warshawsky & Co.
18-R-4886 15-R-1950,Furniture Mfg. Co. & Co.
,Wells Wells-Gardner
13-R-3738 15-R-1936,Mfg. Co.
,Westbrook West Engineering Co.
5-R-2486 5-R-2607,Western Electric Co.
,Western Electric Co.
18-R-4209,"Western Kentucky Gas Co., Inc."
9-R-2585 6-RE-21,Pennsylvania Brewer's Association.
16-R-1809,Western Westheimer Transfer & Storage Co.
,"Western Electric Co., Inc. Electric Corp."
4-R-2:370 1-R-3089,
4-R-1968,Westinghouse Electric Corp. Electric Corp.
4-R-2803 6-R-1508,Westinghouse Westinghouse Electric Corp.
8-R-2101,Westinghouse Electric Corp.
8-R-2508,Westinghouse Electric Corp.
,Westinghouse Electric Corp. Electric Corp.
18-R-4215 20-8-1700,Westinghouse
20-R-2176,Electric Corp.
16-R-2013,Westinghouse Texas Cotton Oil Co.
,"Westinghouse West A. W. & Son, Inc."
5W-R-61 10-R-1885,"Co., The. Co., The."
,"Wheeler,"
,"Wheland & Dashiell, Inc."
,Wheland Furniture Co.
10-R-2457 5-R-2482,White
5-R-2790,Whited
,"Pine Lumber C"""
19-R-1970,White
