Size of unit (number of employees),Number eligible to vote,Total RC and RM elections - Number,Total RC and RM elections - Percent of total,Total RC and RM elections - Cases involving 25 percent of total,Elections in which representation rights were won by - AFL-CIO unions - Number,Elections in which representation rights were won by - AFL-CIO unions - Percent by class,Elections in which representation rights were won by - Other national unions - Number,Elections in which representation rights were won by - Other national unions - Percent by class,Elections in which representation rights were won by - Other local unions - Number,Elections in which representation rights were won by - Other local unions - Percent by class,Elections in which representation was not chosen - Number,Elections in which representation was not chosen - Percent by class
A. Certification elections (RC and RM),,,,,,,,,,,,
Total RC and RM elections,217599,3075,100.0,,1352,100.0,63,100.0,135,100.0,1525,100.0
ALL SIZE-CLASS ROWS UNDER 10 THROUGH 1000 AND OVER,,,,,,,,,,,,
