row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12
"2,000 to 2,999....................................................",8437,4,0.2,100.0,2,0.2,0,0.0,0,0.0,2,0.2
"3,000 to 9,999.....................................................",0,0,0.0,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Over 9,999..........................................................",0,0,0.0,100.0,0,0.0,0,0.0,0,0.0,0,0.0
,Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD),Decertification elections (RD)
Total RD elections......................,28594,422,100.0,,133,100.0,8,100.0,6,100.0,275,100.0
Under 10.............................................................,428,73,17.3,17.3,9,6.8,0,0.0,0,0.0,64,23.3
10 to 19...............................................................,1163,84,19.9,37.2,15,11.3,1,12.5,1,16.7,67,24.4
20 to 29...............................................................,1514,61,14.5,51.7,15,11.3,0,0.0,2,33.3,44,16.0
30 to 39...............................................................,807,26,6.2,57.8,9,6.8,0,0.0,0,0.0,17,6.2
40 to 49...............................................................,1121,25,5.9,63.7,9,6.8,0,0.0,0,0.0,16,5.8
50 to 59...............................................................,1408,28,6.6,70.4,12,9.0,1,12.5,1,16.7,14,5.1
60 to 69...............................................................,1144,18,4.3,74.6,7,5.3,2,25.0,0,0.0,9,3.3
70 to 79...............................................................,944,12,2.8,77.5,4,3.0,0,0.0,0,0.0,8,2.9
80 to 89...............................................................,1068,13,3.1,80.6,8,6.0,0,0.0,0,0.0,5,1.8
90 to 99...............................................................,675,7,1.7,82.2,2,1.5,0,0.0,2,33.3,3,1.1
100 to 109...........................................................,467,5,1.2,83.4,3,2.3,0,0.0,0,0.0,2,0.7
110 to 119...........................................................,1209,11,2.6,86.0,6,4.5,1,12.5,0,0.0,4,1.5
120 to 129...........................................................,1207,9,2.1,88.2,4,3.0,1,12.5,0,0.0,4,1.5
130 to 139...........................................................,521,4,0.9,89.1,2,1.5,0,0.0,0,0.0,2,0.7
140 to 149...........................................................,698,5,1.2,90.3,4,3.0,0,0.0,0,0.0,1,0.4
150 to 159...........................................................,880,6,1.4,91.7,4,3.0,0,0.0,0,0.0,2,0.7
160 to 169...........................................................,514,3,0.7,92.4,1,0.8,0,0.0,0,0.0,2,0.7
170 to 199...........................................................,716,4,0.9,93.4,2,1.5,0,0.0,0,0.0,2,0.7
200 to 299...........................................................,3340,14,3.3,96.7,8,6.0,0,0.0,0,0.0,6,2.2
300 to 499...........................................................,2942,8,1.9,98.6,6,4.5,1,12.5,0,0.0,1,0.4
500 to 799...........................................................,2188,4,0.9,99.5,2,1.5,1,12.5,0,0.0,1,0.4
800 and Over .....................................................,3640,2,0.5,100.0,1,0.8,0,0.0,0,0.0,1,0.4
