row_label,Total elections,Won by unions — Total,Won by unions — AFL-CIO,Won by unions — Teamsters,Won by unions — Other national,Won by unions — Other local,Number of elections no representative chosen,Number of employees eligible to vote,Total valid votes cast for unions,Valid votes cast for unions — AFL-CIO,Valid votes cast for unions — Teamsters,Valid votes cast for unions — Other national,Valid votes cast for unions — Other local,Total valid votes cast against unions,Eligible employees in units showing representation results
South Atlantic / East South Central / West South Central / Mountain / Pacific / Outlying Areas — division rows,,,,,,,,,,,,,,,
"Total, all States and areas",8043,3623,2037,1066,295,225,4420,577542,501500,234021,151930,26820,29041,259431,212627
