row_label,col_1
2-R-7681,"Cohn, Sigmund, Co."
21-R-8988,"Cole Instrument Co. Columbus Bolt Works Co., The."
9-R-2696 14-R-1715,Continental Can Co.
10-R-2686,Davis Lumber Co.
10-R-2669,"Delta Tank Mfg. Co., Inc."
7-R-2726,"Detroit Edison Co., The."
7-R-2715,Detroit Packing Co.
2-R-7675,"Dodge & Olcott, Inc."
18-R-1852,Donny Box Co.
5W-R-90,Ihiplan Corp.
2-R-7551 2-R-7650,"Eisen Bros., Inc. Essex County News Co., Inc."
5-R-2946,Farmville Mfg. Co.
,Firestone Tire & Rubber Co.
16-R-2277,Fort Worth Structural Steel Co.
16-11-2808,
5-R-2918,"Freezer, J., & Sons."
1-R-8743,"Gair, Robert, Co., Inc. Sales Co."
18-R-4457,Gain
1-R-8758,General Electric Co.
21-R-8968,General Electric Co.
8-R-2540,General Motors Corp.
10-R-2787,General Shale Products Corp.
7-R-2700,Gerber Products Co.
5-R-3017,"Goldenberg Co., The."
8-R-2669,"Grant, W. T., & Co., Department"
1-R-3759,"Store. Great Atlantic & Pacific Tea Co., The."
18-R-1887,"Grede Foundry, Inc."
16-R-2238,Gulf Oil Corp.
18-R-4439,Gunite Foundries Corp.
16-R-2155,Hardwicke-Etter Co.
7-R-2656 4-R-2719,"Hayes Mfg. Corp. C. V., & Co.,"
,"Hill, Inc. Hinchey Consolidated Slate Co., Inc."
1-R-3807,Hortex Mfg. Co.
16E-R-17 15M-R-98,"S. R., Co., Inc."
,"Hungerford, Illinois Power Co."
14-R-1714 9I-R-1346,Power & Light
,Indianapolis Co. Interchemical Corp.
2-R-7402 13-R-4271,"International Harvester Co., McCormick Works."
,International Smelting & Refining Co.
21-R-8876,
2-R-7894 10-11-2765,"Jersey Publishing Co. Johnson City Foundry & Machine Works, Inc."
7-R-2714 1-11-3779,"Kalamazoo Vegetable Parchment Co. Kallaher & Mee, Inc."
,Copper
,Corp.
21-11-8942,Kennecott Kimbell-Texarkana Co.
16-R-2202 8-11-2660,Kinsman Transit Co.
14-RE-18,"Laclede Gas Light Co., The. Lehigh Valley Throwing Mills, Inc. Lehrolite, Inc."
4-R-2619,"Link Belt Co., The."
1-11-8768 4-11-2681,
,Silk Co. Field &
4-R-2716,Macungie Co. Mascot Stove Co.
13-R-4447,"Marshall Mimar Products,"
10-11-2711,Inc. Monumental Life
21-11-4088 13-R-4414,Insurance
,Co. Morowebb Cotton Mills Co.
5W-R-2678,
10-11-2657,
,"Mylan-Sparta Co., Inc."
