row_label,col_1,col_2
"M0VM0. ,.t00000 0",.-1,"OMN0Mm....m000..0=M00.e0M 0,vt■00.iC4c46,4..;(5.4.,40.i.i.;6.6 00404.0"
"MC,IVNONOM VM..N",,"•zr ,rt-mt--mcov. COCON.NCON.-ICOC402.0N.-1 C71 0 e0 ,-4"
'!ototot o Ot 6 6.4 6 c;,,"0 Cc co0 C . ,1 ■ . CO 1 1 . I oto 1 c; oci,: ci : 0 MC,IN ."
MNV.00.N,,".-1 oot-mvoconl000000000000,lo"
to to tri to to to tot000d,02 0 .E=1,"o ,00 0 ■ , . 0 ■ 0 . 1 0 . c; Ca ;odd ; : :o .""4. ;c4 '"" • ."
0WCVNN.00,02 0 .E=1,c-1 0000000.0000..000N0000
',02 0 .E=1,"0 C.IC•10000 ■ . ,t0 10 ■ 0 0 .00 , e; ci ci ui ui Le; ui ■ ' :- : ui : M u3 : wri lei ONN"
N.00.000,02 0 .E=1,0 VV....000.0.00000.0.0..
C1V•OM• 000000:0,02 0 .E=1,"0 C....,100V. ,--VW ..:b it-- , ,:b .C-COMMWC- 6 ui um oi c., a> : ui a: ci :- 16 ; ; .4 ; mmoi ,-; ei 18 ,' 0 .."
,02 0 .E=1,COMOONNWOCON0.0M00.0MNN.NM M
mmen.we-t-o c:cooSencr MM0000M0,02 0 .E=1,"Cq.MC-NMMMM00,VVv...LOMMMO mL80,:c.,c,.1vue,-:00.,XSCZO NVW0C-N,NMWOOWWWW0000t=M=M0 r,"
0U?Ve4m.0M 00000000,02 0 .E=1,"oc../o.,,,00,olt-c-Rot-oo,,,,oc-- OM.C..VNC,4,k40...0.1NN.ION14 ONN."
,02 0 .E=1,MCCVM.MWL-WOMMCVMMMNMWt-v.WUD N MOWVCI.
"WW,NOcs,nW oVC-Mvu,,,M N.,N=NMWM MN..V V 0010 c,m0 mmmm 4csicr;v mmcno, g .4. o, no g 0004+""2 000 ocsoo c, 000. 0o00...0 VMCOM.WM.",02 0 .E=1,".Vveq.10coN000.vm00,-VvMv0GGVW C...000,,Mv.,.=.0,1.0M00MOV ,V00,DmVVV.V.M.WV.V.Mv0,MV0V .7 to .4 .I.4.7 ni4 at 0 z 8 at Pi g Cd k 0) mo4Immcn,Tc.ommm?,. o 0 m m0.,...MVM0=Mw E.,..e,ga.T.2g,2 ,-, ..., ,-,-,... ... . Mc.lmv,,,, t000000so2222S2S-S.9.4.42g 000000000e000 00000000000 to .,.,..oe.w,m,n ........ Nv,,,,,,m"
