row_label,col_1,col_2,col_3
5-CA-78,Co. Craddock-Terry Shoe Corp.,15-CA-70,"Supply Co. Holm, Walter, & Co."
19-CA-27,Cream Top Dairy.,21-CA-134 10-CA-580,Home Stores Inc.
15-CA-35,"Crosby Chemicals, Inc. Curry Brothers.",8-CA-109 7-CA-99,"Hoover Co., The. Horst Manufacturing"
10-CA-18,"Dairy Mart Farms, Inc.",10-CA-6,Co. Horton's Laundry Inc.
21-CA-216 13-CA- 127 9-CA-44,"Daly Brothers Shoe Co., Inc. Deena Artware, Inc.",13-CA-63 31-CA-119,Indianapolis Glove Co. In-Sink-Erator Manu- facturing Co.
21-CA-162 6-CA- 112,"Deere, John, Killefer Co.",13-CA-113,International Harvester Co.
32-CA-13 32-CA-32 16-CA-47,"Dinardo, Inc. C Dixie ulvert Manu- facturing Co.",32-CA-41 1-CA-299 5-CA-56,"International Shoe Co. Isreal Putnam Mills, Inc. IX, Frank & Sons Co."
,"Dixie Cup Co. Dorsey Co., The.",10-CA-36,Jasper National Mat- tress Co.
19-CA-132 4-CA-62,"Douglas Canning Co. Duplex Hosiery Mills,",10-CA-45,"Kallaher & Mee, Inc. Kentucky Utilities Co.,"
20-CA-69,Inc. El Dorado Limestone Co.,1-CA-41 9-CA-57,"Joy Silk Mills, Inc."
33-CA-7,El Paso-Ysleta Bus,,Inc.
30-CA-21 1-CA-57 14-CA-119,"Lines, a Corp. Empire Petroleum Co. Erving Paper Mills. Eureka Mine No. 2",10-CA-176 17-CA-42',"L H Shirt Co., Inc. Laclede Metal Products Co."
16-CA-4 34-CA-32 10-CA-264,"Randolph Corp. Fleming & Sons, Inc. Fli-Black Co., The. Florence Manufacturing",6-CA-122 10-CA-282,"Landis Tool Co. Lane, John G., Lines, John G. Lane. Laredo Daily Times,"
,"Co., Inc.",39-CA-5,The. Lerner Shops of Ala-
10-CA- 234 16-CA-64 2-CA-303,"Foremost Dairies, Inc. Forest Oil Corp. Frierich, Julian Co., Ju-",10-CA-531 10-CA-279,"bama, Inc. Lily-Tulip Cup Corp."
16-CA-79,"lian, & Selma Frei- rich. Fry, Lloyd A., Roofing Co.",35-CA-9 21-CA-299 33-CA-4,"Linde Air Products Co., The. Lloyd Corp. Lone Star Cotton Mills"
36-CA-1,Fry Lloyd A. Roofing Co & St. Jones Mo- tors Express.,21-CA-320,"Inc., The. Los Angeles Turf Club, Inc."
21-CA-256 2-CA-209,General Controls Co. General Instrument Corp.,8-CA-59 10-CA-252,"Louisville Title. Maclin, John H., Pea- nut Co., Inc. Madix Asphalt Roofing"
1-CA-289,"Givren, E. J., Shoe Co., Inc.",34-CA-54,Corp.
10-CA-597 10-CA-20,"Goodall Co. Goodrich, B.' F, Co. Grandview Dairy, Inc.,",1-CA-177 5-CA-86 10-CA-153,"Maine Fillet Co. Matlack E. Brooke, Inc. Merry Brothers Brick &"
3-CA-35,"Arkport Dairies, Inc., & Cohocton Cream- eries.",10-CA-94 32-CA-21,"Tile Co. Miller, Georgia, Inc. Minnesota Mining"
,,,&
,,,Manufacturing Co.
15-CA-57 15-CA-53,"Grede Foundries, Inc. Gulport Transport Co.",15-CA-86,"Inc. Mitchell Canneries, Monterey Modes."
18-CA-40,,10-CA-188,Mississippi
,"Gullett Gin Company,",,"Products, Inc."
,Inc.,21-CA-110 13-CA-250,Morand Brothers Bev- erage Co.
10-CA-163,Hamm Daniel Drayage Co.,34-CA-37,Morowebb Cotton Mills
20-CA-175,Handy Spot Co.,,Co.
