row_label,Size of unit (eligible employees),Total eligible employees,Total elections (RD),Total — Percent,Elections in which union retained — AFL-CIO unions Number,Elections in which union retained — AFL-CIO unions Percent,Elections in which union retained — Teamsters Number,Elections in which union retained — Teamsters Percent,Elections in which union retained — Other national unions Number,Elections in which union retained — Other national unions Percent,Elections in which union retained — Other local unions Number,Elections in which union retained — Other local unions Percent,Elections — No representative chosen Number,Elections — No representative chosen Percent
Total RD elections,32236,644,100.0,125,19.4,43,6.7,12,1.9,5,0.8,,459,71.3
