row_label,All cases,Unfair labor practice cases — All C cases,Unfair labor practice cases — CA,Unfair labor practice cases — CB,Unfair labor practice cases — CC,Unfair labor practice cases — CD,Unfair labor practice cases — CE,Unfair labor practice cases — CG,Unfair labor practice cases — CP,Representation cases — All R cases,Representation cases — RC,Representation cases — RM,Representation cases — RD,Union deauthorization cases (UD),Amendment of certification cases (AC),Unit clarification cases (UC)
"South Atlantic — Delaware, District of Columbia, Maryland, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida (division)",,,,,,,,,,,,,,,,
"East South Central — Kentucky, Tennessee, Alabama, Mississippi (division)",,,,,,,,,,,,,,,,
"West South Central — Arkansas, Louisiana, Oklahoma, Texas (division)",,,,,,,,,,,,,,,,
"Mountain — Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada (division)",,,,,,,,,,,,,,,,
"Pacific — Washington, Oregon, California, Alaska, Hawaii, Guam (division)",,,,,,,,,,,,,,,,
"Outlying areas — Puerto Rico, Virgin Islands",,,,,,,,,,,,,,,,
"Total, all States and areas",54907,41259,29026,9157,1947,421,128,0,530,12905,10333,779,1783,380,64,349
