row_label,col_1
18-R-1537,"Wilson & Co., Inc. Wilson & Rogers, Inc."
2-R-6467 6-11-1710,"Wolf Co., The."
"2,R-6933","Worth Hardware Co., Inc."
7-R-7090 5-R-2457,"Wright Aeronautical Corp. Wytheville Knitting Mills, Inc."
15-11-1983,Inc.
,"Yellow Bus Lines,"
16-11-1975,Yellow Transit Co.
20-R-1768,Young Patrol Service.
13-11-8125,"Youngstown Sheet & Tube Co. (East Chicago, Ltd.)."
20-R-1865,Yuba Mfg. Co.
,"B. Cases Decided on the Basis of Stipulated Election Abell, A. S., Co., The."
5-R-2689 13-11-4360,"Acme Visible Records, Inc."
9-R-2548,Adel Precision Products Corp. Corp.
13-R-4202,Advance Aluminum Casting
13-R-4251,Advance Machine Co.
4-R-2617,Advance Transformer
3-R-3906,"Co. Air Products, Inc."
21-11-3546,Airquipment Co.
,"Allied Control Co., Inc."
13-R-4054 14-11-1488,Alton Box Board Co.
14-R-1659,Alton Box Board Co.
4-11-2628,American Acme Co.
10-R-1952 10-R-2055,"American Bakeries Co. American Bakeries Co., Houston Plant."
4-11-2400,American Bridge Co.
,American Can Co.
2-R-7417 4-11-2265,American Caramel Co.
16-11-2132,American Carbon Paper Mfg. Co.
2-11-7067,American Cyanamid Co.
16-11-2031,American Desk Mfg. Die Casting
,Co. American
21-11-3654 4-R-1908,Corp. Dredging Co.
,American American Engineering Co.
4-11-2351 11-R-1106,"American Foundry Co., Inc."
10-R-2469,"American Fruit Growers, American Furniture Co.,"
5-R-2781,Inc. Inc.
,"American Furniture Co., Inc."
5-11-2803,
5-11-2829,"American Furniture & Fixture Co., Inc."
13-11-3664,American Gear & Mfg. Co. American National Insurance Co.
16-1I-2126,American Paper Goods Co.
13-R-4837,American Republic Corp.
,American Republic Corp.
16-R-1959 18-11-2160,American Rolling Mill Co.
9-R-2328 5-R-2960,"Smelting * Refining Co. Tobacco Co., &"
5-11-2712,American American American
,"Suppliers, Inc. Tobacco Co."
10-R-1806,American
9-11-2614,American Viscose Corp. Anco Products Co.
2-R-6947 1-R-3572,"Anderson, Albert & J. M. Mfg."
1-R-3197,"Co. & Goodrich, Inc."
4-R-2891,"Andrews Trap Co., of America."
4-11-2392,"Animal Trap Co., of America."
6-R-1668,Animal & Co.
,Armour & Co.
10-R-2111,Armour & Co.
15-11-2145 15-11-2152,"Armour & Co., Inc."
17D-R-16,Armour Armour & Co.
18-11-1601,Armour & Co.
18-R-1631,Armour & Co.
