row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Compliance,297,20,241,24,35,12,11,1 0,1,3,1,20,8,20
Withdrawn,6,(3),0,0,0,.0,0,0,5,15,0,0,1,3
Dismissed,130,9,72,7,39,13,13,11,1,3,1,20,4,10
Otherwise,3,(3),,3(3) _,0,0,0,0,0,.0,0,.0,0,0
"After circuit court decree, before Supreme Court action_",339,2 2,263,2 6,35,1 2,31,2 7,0,.0,5,10 2,5,1 3
Compliance,249,16,186,18,30,10,24,21,0,0,5,102,4,10
Dismissed,90,6,77,8,5,.2,7,6,0,.0,0,0,1,.3
After Supreme Court action,50,3,42,- 4,5,2,3,.2,0,.0,0,0,0,.0
-Compliance,45,.3,41,.4,3,.1,1,1,0,0,0,.0,0,.0
Dismissed,5,(3),1,(3),2,1,2,1,0,.0,0,.0,0,0
