Proceedings,Fiscal Year 1997 - Number of proceedings - Total,Fiscal Year 1997 - Number of proceedings - Vs. employers only,Fiscal Year 1997 - Number of proceedings - Vs. both employers and unions,Fiscal Year 1997 - Number of proceedings - Vs. unions only,Fiscal Year 1997 - Number of proceedings - Board dismissed,Fiscal Year 1997 - Percentage - Total,Fiscal Year 1997 - Percentage - Vs. employers only,Fiscal Year 1997 - Percentage - Vs. both employers and unions,Fiscal Year 1997 - Percentage - Vs. unions only,Fiscal Year 1997 - Percentage - Board dismissed,"July 1, 1955-September 30, 1997 - Number","July 1, 1955-September 30, 1997 - Percent"
Proceedings decided by U.S. courts of appeals,203,190,13,0,0,100.0,,,,,11092,100.0
ALL,,,,,,,,,,,,
