row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
Miscellaneous repair services,92,72,54,14,2,2,0 0,0,20,12,1,7,o,o,o
", Legal services",38,33,25,8,0,0,0 0,0,5,4,0,1,o,o,o
"Museums, art galleries, and botanical and zoological gar- dens",13,8,6,1,1,0,0 0,0,5,4,o,I,o,o,0
Social services,415,292,248,44,0,0,0 0,0,114,91,1,22,2,0,7
Miscellaneous services,168,141,97,42,2,0,0 0,0,24,21,1,2,o,0,3
Services,9008,7239,5388,1661,105,21,7 38,19,1604,1329,30,245,33,5,127
Public administration .,101,73,64,9,0,0,0 0,0,25,22,0,3,o,0,3
"Total, all industrial groups",40322,33744,24500,8074,750,211,53 38,118,6140,4853,231,1.056,106,19,313
