row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
Other.……………………........................................................,7,4,3,4,3,1,2,1,1,1,0,1,0,0,0
Motion to classify Board's claim...........…………...........,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Intervention to argue collateral estoppal of prior Board decision ............................………....................................,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suit alleging fraudulent and corrupt conduct by Board agents…………………………………………………....,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
EAJA…………………………………………………….,4,2,2,3,2,1,1,0,1,0,0,0,0,0,0
Suit for violation of constitutional rights………………..,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Federal TortClaimsAct…………………………………,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State claims preempted by §§ 8(b)(4)&303……………,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
