row_label,col_1,col_2,col_3
10-RC-113,National Paper Co.,2-RC-231,Procter & Gamble Co.
13-RC-70,National Sheet Metal Co.,14-RC-26,Progressive Service Co.
,,,"Products, Inc."
18-RC-64,National Tea Co.,2-RC-31,Purolator
1-RC-24,National Tool & Findings,2-RC-32 2-RC-33,"Purolator Products, Inc. Purolator Products, Inc."
2-RC-316,"Co., Inc. National Transportation Co., Inc.",13-RC-19,"Quaker Oats Co., The."
8-RC-88,"National Tube Co., The. Nelson, L. R., Manufac-",2-RC-65,"RCA Service Co., Inc."
13-RC-203,"turing Co., Inc. Neptune Meter Co.",2-RC-239 2-RC-245,"RCA Service Co., Inc. RCA Service Co., Inc."
2-RC-361 2-RC-362,Neptune Meter Co.,,"RCA Service Co., Inc."
14-RC-161,,2-RC-291,
,"Nestle's Milk Products, Inc.",2-RC-335 2-RC-384,"RCA Service Co., Inc. RCA Service Co., Inc."
14-RC-237,"Nestle's Milk Products, Inc.",4-RC-121 5-RC-57,"RCA Service Co., Inc. RCA Service Co., Inc."
2-RC-321,"Neuss & Hesslein Co., Inc.",21-RC-189 2-RC-343,"RCA Service Co., Inc. Radio Corp. of America,"
5-RC-49,"New Jersey Zinc Co., The.",21-RC-13,Inc. Radio Recorders.
17-RC-86,"Newlin-Mosbacher Co., Inc. Nordberg Manufacturing",14-RC-24,Randolph Cutting Die Co. Rector Well Equipment
14-RC-203,Co.,16-HC-127,"Co. Red Owl Stores, Inc."
18-RC-90 13-RC-158,Northwestern Aeronauti- cal Co. Northwestern Telephone,18-RC-45 18-RC-81 13-RC-151,"Red Owl Stores, Inc. Reflector Hardware Corp. Remington-Rand, Inc."
18-RC-27,"Co. North West Publications, Inc., St. Paul Dispatch Pioneer Press.",5-RC-116 5-RC-122 14-RC- 128,"Reo Washington Co., Inc. Republic Die Casting Co."
,"Oakley Co. Inc., The.",16-RC-80 17-RC-106,Rex Baking Co. Rex Welder & Engineer-
10-RC-96 30-RC-74,"Ohio Oil Co., The, Pro- ducing Department, Unit Operator.",10-RC-30,ing Co. Reynolds Brothers Lum- ber Co.
17-RC-114,"Valve Co. Oriental Refining Co. Ortleb Machinery Co. Owensboro Forging Co.,",17-RC-19,Reynolds Manufacturing Co.
16-RC-128 16-RC-156,Oil City Brass Works. Orbit,17-RC-145,Reynolds Manufacturing Co.
30-RC-66 14-RC-243,,13-RC-180,Richlit Manufacturing
,,,Co.
9-RC-8,The.,36-RC-6 17-RC-154,"Rilco Laminated Pr o d- ucts, Inc."
37-RC-9,"Pacific Airmotive Corp. Pacific Frontier Broad- casting Co., Ltd.",3-RC-91,"Robinson Packer Co. Roelin Engraving Works, Inc."
,"Pacific Press, Inc.",,"Rollco, Inc."
21-RC-162,Page & Hill Co.,3-RC-31,"Rowell, E. N., Co. Inc."
18-RC-73 1-RC-289,"Parker Bros., Inc.",2-RC-134,S & HBearing & Manu-
5-RC-50 14-RC-77,"Paul Knitting Mills, Inc. Pavyer Printing inery Works.",32-RC-15,"facturing Co. Safeway Stores, Inc."
,Mach-,,
10-RC-51,Peerless Pipe & Foundry,14-RC-33,"St. Louis Black & White Cabs, Inc."
10-RC-85 4-RC-102,Co. Inc. Pekor iron Works. Penn Industrial Chemi-,14-RC-35,"St. Louis Flying Service, Kratz Corp., The, d/b/a."
34-RC-40 4-RC-2,"cal Corp. Penney. J. C., Co. Heat & Power Co. of Pennsylvania.",14-RC-124,"St. Louis Hospital Equip- ment Co., Inc."
,Petroleum,14-RC-29,St. Louis Mill Equip-
18-RC-18 2-RC-279,"Pillsbury Mills, Inc. Plastylite Corp.",1-RC-53,"ment Co. Sandsea, Inc."
1-RC-112,Corp',14-RC-156,"Sauer, L. E.,"
,Plax Port Collins,,Machine Co.
30-RC-12,Producing Corp.,21-RC-219,Schaible Co.
,Garment Co.,2-RC-323,"Schilling, J. L., Corp."
14-RC-148,Portnoy,,
