row_label,col_1,col_2,col_3
2-RC-474,Universal Steel Equip- ment Co.,36-RC-143,Weyerhaeuser Timber Co.
13-RC-567,"Universal Tool & Die Works, Inc.",15-RC-211,West Brook Manufac- turing Co.
17-RO-242,Universal Trailer & Manufacturing Corp.,21-RC-348 1-RC-559,West Coast Supply Co. Western Auto Supply
19-RC-249,Urban-Smythe & War- ren Co.,13-RC-684,Co. Western Condensing
19-RC-137,Utah & Idaho Sugar Co.,4-RC-403,"Co. Western Electric Co.,"
10-RC-422,"Valdosta ,Milling Co., Inc.",13-RC-511,"Inc. Western Electric Co.,"
10-RC-320 10-RC-582 1-RC-656,Vance Iron & Steel Co. Victor Chemical Works. Victory Plastics Co.,13-RC-647,"Inc. Western Electric Co.,"
1-RC-622,"Viner Brothers, Inc. Virginia Hosiery Mills,",18-RC-398,"Inc. Western Electric Co., Inc."
5-RC-102,Inc.,35-RC-175,"Electric Co.,"
5-RC-173,"Virginia Stage Lines, Inc.",39-RC-18,Western Inc.
32-RC-102,"Volney Felt Mills, Inc. Vaio, M., & Sons.",7-RC-84,"Western Steel Co. Western Tablet & Sta- tionery Corp., Kala-"
33-RC-66,,36-RC-232,mazoo Stationery Co.
10-RC-601,WDXB Broadcasting Station.,36-RC-294,Western Veneer Co. Western Wool Storage
38-RC-21 2-RC-338,"WIAC, Radio Station. WPIX Television Sta-",6-RC-323,"Co. ,Westinghouse Air Brake"
34-RC-85 5-RC-244,"tion, News Syndicate. WPTF Radio Co. ' The. WQQWRadio Station,",1-RC-868,Co. Westinghouse Electric Corp.
15-RC-108,"Inc. WSMB, Inc.",2-RC-247,Westinghouse Electric Corp.
8-RC-177 15-RC-228,"WSRS, Inc. W. & W. Pickle & Can-",17-RC-371,Westinghouse Electric Corp.
18-RC-192 34-RC-139,ning Co. Wahkonsa Foundry. Waldensian Hosiery,20-RC-473,Westinghouse Electric Corp.
1-RC-981,"Mills, Inc. Waldroth Label Corp.",6-RC-62,Westinghouse Electric Corp. (East Pitts- burgh Division.)
32-RC-54,"Walnut Ridge Manu- facturing Co. Ware, LaFrance, Truck",20-RC-196,Westinghouse Electric Coast Brake Co.
3-RC-225,Corp.,8-RC-305,Westinghouse Electric Supply Co.
21-RC-428 1-RC-732,Warner Printing Co. Warners Brothers Co,21-RC-445,"Weston Biscuit Co., Inc."
,'The.,20-RC-553,West San Joaquin Trac- tor Co.
4-RC-198,Warren Foundry & Pipe Corp.,5-RC-153,West Virginia Pulp & Paper Co.
19-RC-144 9-RC-267,Wasatch Oil Co. Washington Overall Manufacturing Co.,10-RC-590,West Virginia Pulp & Paper Co.
34-RC-103,Washington Tobacco Co.,4-RC-265,"Wheeler, C. H., Manu- facturing Co."
9-RC-194,Waterproof Ohio Paper Co.,10-RC-567,"White Belt Dairy Farms, Inc."
2-RC-881,Watson Flagg Machine Co.,19-RC-301,White River Lumber Co.
7-RC-374,"Watts & Whelan Co., Inc.",2-RC-373,Whitecarver Truck Rental Corp.
13-RC-675 3-RC-167 5-RC-80,"Weatherhead Co., The. Weed & Co. Welding Shipyards, Inc.",9-RC-392 10-RC-481,White Sulphur Springs • Co. Whiteway Pure Milk
13-RC-417,Co. Manufacturing,,"Co. Willett, W. B., Co. Willys-Newark, Inc."
,Wells Co.,20-RC-536 2-RC-981,
