row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,7952,100 0,5687,100 0,614,100 0,1651,100 0,259,100 0
Before issuance of notice of hearing,3331,410,2025,356,366,596,940,560,211,815
"After issuance of notice, before close of hearing",3590,45 1,2859,50 3,170,27 7,561,34 0,22,8 5
"After hearing closed, before issuance of decision",95,1 2,64,11,10,1 6,21,1 3,0,0 0
After issuance of regional director's decision,916,11 5,722,127,67,10 9,127,7 7,26,10 0
After issuance of Board decision,20,0 3,17,0 3,1,0 2,2,0 1,0,00
