row_label,col_1,col_2,col_3
7-RC-138,"Wilson Athletic Goods Manufacturing Co., Inc.",6-RC-242 16-RC-193,"Wolf Co., The. Wolf, John E., Co. Wolverine Shoe &"
7-RC-357,Wilson Foundry & Ma- chine Co.,7-RC-170,Tan- ning Corp. Wolverine Upholstery Co.
3-RC-208,Wilson & Co.,7-RC-323 10-RC-274,"Woodward Iron Co.,"
18-RC-175,Wilson & Co.,,The.
10-RC-322,"Wilson & Co., Inc.","9-14,C-403","Woolworth, F. W., Co."
10-RC-341,"Wilson & Co., Inc.",13-RC-434,"Woolworth, F. W., Co."
13-RC-430,"Wilson & Co., Inc.",1-RC-787,"Wovencraft, Inc."
17- RC-238,"Wilson & Co., Inc.",2-RC-689,Wright Aeronautical
18-RC-232,"Wilson & Co., Inc.",,Corp.
18-RC-233,"Wilson & Co., Inc.",,Wright Aeronautical
,,2-RC-690,Corp.
18-RC-234,"Wilson & Co., Inc.",,
8-RC-158',Wilson Transit Co.,10-RC-525,Yarbrough Motor Co.
10-RC-352,"Winn & Lovett Grocery Co., Inc.",4-RC-277,"York Paper Manufac- turing Co., Inc."
18-RC-289 1-RC-897 2-RC-743,"Winston & Newell Co. Wise, Smith & Co., Inc. Wodaam Corp. (Radio Station WOV).",,Zanesville Rapid Transit Co.
LMRA: RM,by an of collective,for,of representatives for (c) (1) (8)
,,8-RC-312,Michigan Bell Tele-
cases-petition employer certification P urpose bargaining under section 9,cases-petition employer certification P urpose bargaining under section 9,cases-petition employer certification P urpose bargaining under section 9,cases-petition employer certification P urpose bargaining under section 9
8-RM-5,Akron Brick & Block Co.,7-RM-23,phone Co.
2-RM-67,Armour & Co.,14-RM-12,Mid-Continent Coal Corp.
3-RM-34,"Bailey Slipper Shop, Inc.",10-RM-24,Murray Motor Trans- port.
18-RM-28 13-RM-21 21-R M-85 18-RM-54,"Bay State Milling Co. Bee Products, Inc. Blue Diamond Corp. Borchert-Ingersoll, Inc.",3-RM-29,"Oswego Sheet Metal Works, Inc."
34-R M-3,Caroline Power & Light Co.,20-RM-18,Pacific American Ship- owners Association.
2-RM-56 3-RM-32,"Cocoline Products, Inc. Comstock Canning Corp.",18-RM-32,Preston Co-Operative Creamery Associa- tion. Prudential Insurance
16-RM-14,"Continental Bus Sys- tem, Inc.",2-RM-70,"Co. of America, The."
21-RM-98,Continental Southern Corp.,35-RM-10,"Retail Merchants As- sociation of Terre Haute, Ind."
16-RM-13,Deep ROck Oil Corp.,3-RM-26,"C Revere opper & Brass, Inc."
2-RM-90,European Dyeing & Finishing Co.,2-RM-91,"RKO Service Corp. ,"
20-RM-36 -1-RM-51,"Gibson Paint Co. Greyhound Corp., The New England Grey- hound Lines, Inc.",13-RM-28 13-RM-25,"Rockford Die & Tool Works, Inc. Shidler Brothers, Inc."
36-RM-26,Haleston Drug Stores. Hartman Concrete Ma-,1-RM-23 10-RM-16,"Snodgrass, Ellis C., Inc. Standard-Coosa- Thatcher Co."
21-RM-84,terials Co.,,Westinghouse Electric Corp.
2-RM-88,"Hearn Department Stores, Inc.",20-RM-31 21-RM-76,Whitney's.
19-RM-1,"Hull-Rodell Motors, Inc.",7-RM-17,Yale Rubber Manufac- turing Co.
20-RM-14,"Kress, S. H., & Co.",2-RM-77,York Motor Express
8-RM-15,Liquid Carbonic Corp.,,Co.
