row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,14059,100 0,11970,100 0,971,100.0,1118,100.0,202,100 0
Before issuance of notice of hearing,5645,40 2,4358,36 4,630,64 9,657,68.8,133,65 8
After issuance of notice before close of hearing,5918,42 1,5371,44 9,237,24 4,310,27.7,6,3.0
After hearing closed before issuance of decision,150,1 0,132,1 1,10,1.0,8,0 7,0,
After i ssuance of regional director's decision,2226,15.8,1999,16.7,89,9 2,138,12 3,63,31.2
After issuance of Board decision,120,0 9,110,0 9,5,0 5,5,0 5,0,
