row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Maine…………………………………...,13,5,3,1,1,8,870,813,375,346,9,20,438,147
NewHampshire…………………………,9,6,5,1,0,3,326,306,167,74,53,40,139,156
Vermont………………………………...,12,7,6,0,1,5,2213,2048,870,509,0,361,1178,239
Massachusetts…………………………..,80,34,28,4,2,46,7026,6498,2603,2478,82,43,3895,2356
RhodeIsland……………………………,13,10,6,2,2,3,591,545,324,187,41,96,221,261
Connecticut……………………………..,125,88,78,1,9,37,7017,5873,3419,2841,133,445,2454,4472
New England……………………..,252,150,126,9,15,102,18043,16083,7758,6435,318,1005,8325,7631
NewYork……………………………….,291,183,147,4,32,108,18194,14915,9653,8030,197,1426,5262,12412
New Jersey……………………………...,188,97,90,1,6,91,9630,8111,4133,3655,7,471,3978,4418
Pennsylvania……………………………,217,103,75,6,22,114,14980,12818,6477,4215,431,1831,6341,7278
Middle Atlantic…………………..,696,383,312,11,60,313,42804,35844,20263,15900,635,3728,15581,24108
Ohio……………………………………..,173,92,88,2,2,81,14390,13058,6600,6466,89,45,6458,6020
Indiana………………………………….,67,37,35,0,2,30,4219,3845,1711,1652,0,59,2134,1399
Illinois…………………………………..,191,99,86,3,10,92,13244,11064,6355,5177,367,811,4709,7812
Michigan………………………………..,175,88,84,1,3,87,12728,11007,5526,5452,33,41,5481,6066
Wisconsin………………………………,72,35,35,0,0,37,5911,5295,2265,2181,47,37,3030,1221
East North Central……………….,678,351,328,6,17,327,50492,44269,22457,20928,536,993,21812,22518
Iowa…………………………………….,32,14,14,0,0,18,1887,1705,816,816,0,0,889,456
Minnesota………………………………,66,47,43,0,4,19,3515,3061,1784,1592,14,178,1277,2828
Missouri………………………………...,99,56,52,1,3,43,5054,4617,2317,1976,22,319,2300,2688
NorthDakota……………………………,5,2,2,0,0,3,102,96,35,35,0,0,61,7
South Dakota,6,4,4,0,0,2,293,280,132,132,0,0,148,92
Nebraska,10,3,3,0,0,7,1429,1314,600,600,0,0,714,18
Kansas,23,7,6,1,0,16,1036,925,365,340,25,0,560,154
West North Central……………….,241,133,124,2,7,108,13316,11998,6049,5491,61,497,5949,6243
