row_label,col_1,col_2
A. Charges filed against employers under sec. 8(a),A. Charges filed against employers under sec. 8(a),A. Charges filed against employers under sec. 8(a)
Subsections of Sec. 8(a):,,
Total cases,24075,leo.°
8(a)(1),4129,17.2
8(a)(IX2),255,1.1
8(1X1X3) 8(aXIX4),8617,35.8
,171,07
8(aX1X5),7477,31.1
8(aXI)(2X3),263,1.1
8(8)(1)(2X4),6,0.0
8(aXIX2X5),127,05
8(a)(1)(3)(4),600,2.5
8(aX1X3X5),2196,
8(aX1X4X5),20,9.1
8(aXIX2X3X4),,01
,10,0.0
11(0(1)(2X3R5),91,04
8(aXIX2X4X3),4,0.0
8(aXIX3X4X5),,
,101,0.4
8(aXIX2X3X4X5),8,00
',',
8(aX1)5,24075,103.0
8(aX2),764,3.2
,11886,49.4
8(aX3),,
8(aX4),920,3.8
8(IX5),10024,41.6
B. Charges filed against unions under sec. 8(b),B. Charges filed against unions under sec. 8(b),
8(b):,,
Subsections of Sec. Total cases,9684,100 0
8(bX1).,6289,649
8(bN2).,97,10
NbX3)-,259,2.7
8(bX4).,1262,13.0
B(bX5)-,2,0.0
"80,X4",,0.1
,8,2.7
"80,X4 8(bRIR2)","265 1,096",11.3
11(8X1X3),311,
,,32
kbX1)(3),2,0.0
BOXIX6),10,0.1
8(bX2X3),6,0.1
NbX2X5),I,0.0
8(bX3X6),1,0.0
80IRIX2R3),63,0.7
BOXIX2R5),1,0.0
OXIX2X6),1,0.0
,3,00
801XIX3X5) SOXIX3X6),2,0.0
"80,X1X3X6)",1,0.0
80X1X2X3X5),1,0.0
8()X1)(2X3X6),3,0.0
',',
S(bX1).,7783,80.4
kW).,1269,13 1
8(bX3),649,6.7
80)(4),1262,13.0
8(b)(3).,II,0.1 0.3
11(bX6). 804C0,26,
,265,27
