row_label,col_1,col_2,col_3
19-RC-233,Northwest Freight,6-RC-305,Philadelphia Co.
16-RC-139,Lines. Nueces Coast Broad- casting Co.,16-RC-270 39-RC-61 16-RC-275 19-RC-124,Phillips Chemical Co. Phillips Chemical Co. Phillips Petroleum Co. Phillips & Rowe.
34-RC-90,"Oettinger Lumber Co., Inc",8-RC-222 9-RC-105,Phoenix Machine Co. Phoenix Pie Co.
8-RC-145,Ohio Power Co.,34-RC-124,Piedmont Leaf Tobacco Co.
8-RC-369 13-RC-382,"Ohio Associated Tele- phone Co., The. Ohmite Manufacturing",10-RC-196 39-RC-7,Pierce Motor Co. Piggly-Wiggly Corp.
16-RC-84,Co. Oklahoma Coca-Cola,34-RC-60,Pine Burr Fashioned Mill.
16-RC-103,Bottling Co. Oklahoma Scrap Paper Co.,3-RC-85 8-RC-270,Piorier & McLane Corp. Pittsburgh Plate Glass Co.
1-RC-792,Old Town Shoe Co.,2-RC-542,Plymouth Metal Prod-
14-RC-56 13-RC-208,"Olin Industries, Inc. Oliver Plant No. 2.",36-RC-34,ucts. Pondosa Pine Lumber
,"Olives, Inc.",,Co.
20-RC-75 36-RC-209,Oregon Portland Ce- ment Co.,9-RC-399 30-RC-123,"Portrait Frocks, Inc."
10-RC-129,"Orkin Termite Co., Inc. Osborn Manufacturing",33-RC-21,Post Printing & Publish- ing Co.
8-RC-126 7-RC-450,"Co., The. Overton, S. E., Co.",20-RC-142,Potash Co. of America. Poultry Producers of Central California.
6-RC-92 8-RC-356,Owens-Corning Fiber- glas Corp. Owens-Corning Fiber-,13-RC-570 1-RC-929,"Powers Regulator Co. Princeton Knitting Mills, Inc. Proctor & Gamble Man-"
,glas Corp. Owens-Illinois Glass Co.,21-RC-71,"ufacturing, Co., The."
13-RC-376 14-RC-509,Ozark Central Tele- phone Co.,16-RC-264,"Proctor & Gamble Man- ufacturing, Co., The."
19-RC-128,Pacific Gamble Robin- son Co.,9-RC-328 1-RC-421,"Prophet, Fred B., Co. Providence Combing Co., Inc."
21-RC-503,"Pacific Tankers, Inc. Pacific Telephone &",1-RC-443,Providence Public Market Co.
20-RC-186,Telegraph Co.,2-RC--787,Public Service Electric & Gas Co.
1-RC-521,Panther Moccasin Manufacturing Co. Paramount Liquor Co.,6-RC-293,"Puritan Foundations Co., Inc."
14- RC-275 32-RC-32 9-RC-425,Parkin Printing & Stationery Co.,6-RC-151,Quaker State Oil Refin- ing Corp.
16-RC-202,Patrick Shipside Ware- house Co.,16-R C-312 5-RC-165,Quanah Cotton Oil Co. Quick Service Laundry.
,"Parkway Lincoln-Mer- cury Sales, Inc.",,
13-RC-121 •34-RC-43,"Patterson, J. H., Co. Patterson Mills Co.",4-RC-252,Radio Corp. of America.
4-RC-199,Patterson Parchment Paper Co.,1-RC-372,"Radio Wire & Tele- vision, Inc."
16-RC-210,Patterson Steel Co.,10-RC-163,"Ragland, Potter & Co. Raleigh Coca-Cola"
9-RC-241,Peal Manufacturing Co. Peaslee Gaulbert Corp.,9-RC-191,
16-RC-328,,19-RC-136,Bottling Works.
34-RC-55 1-RC-780,"Pedan Steel Co. Peirce, S. S., Co.",19-RC-125,Rankin Equipment Co. Rathbun Implement Co.
6-RC-179,"Penn Woven, Inc.",35-RC-144,Read Canaday Co.
,,,Red Arrow Lines.
19-RC-16,Permanente Metals Corp.,4-RC-26 10-RC-351,"Red Bank Mill, Inc."
14-RC-428,Pevely Dairy Co.,10-RC-381,Red Top Brewing Co.
1-RC-770,Peter Pan Bus Lines.,18-RC-252,"Red Owl Stores, Inc."
21-RC-64,Phelps Dodge Mer- cantile Co.,10-RC-213,"Reliable Transfer Co., Inc. Co.,"
,Phenix Manufacturing,10-RC-212,Reliable Transfer
31-RC-34,,,
,Co.,,Inc.
