row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Maine…………………………………...,2,1,1,0,0,1,42,39,19,17,2,0,20,33
NewHampshire…………………………,2,0,0,0,0,2,15,12,1,0,0,1,11,0
Vermont………………………………...,1,1,1,0,0,0,318,284,160,160,0,0,124,318
Massachusetts…………………………..,2,1,1,0,0,1,23,22,9,9,0,0,13,16
RhodeIsland……………………………,2,0,0,0,0,2,14,14,1,1,0,0,13,0
Connecticut……………………………..,10,1,0,0,1,9,282,254,76,48,0,28,178,43
New England……………………..,19,4,3,0,1,15,694,625,266,235,2,29,359,410
NewYork……………………………….,32,9,4,0,5,23,1158,939,455,183,6,266,484,569
New Jersey……………………………...,17,3,1,0,2,14,594,521,202,158,0,44,319,143
Pennsylvania……………………………,21,9,6,0,3,12,868,791,469,284,0,185,322,574
Middle Atlantic…………………..,70,21,11,0,10,49,2620,2251,1126,625,6,495,1125,1286
Ohio……………………………………..,30,10,10,0,0,20,617,558,202,202,0,0,356,199
Indiana………………………………….,25,6,6,0,0,19,1145,1026,443,443,0,0,583,630
Illinois…………………………………..,49,13,12,0,1,36,1773,1538,665,586,0,79,873,558
Michigan………………………………..,24,12,11,1,0,12,1201,1020,437,413,24,0,583,684
Wisconsin………………………………,22,9,8,0,1,13,994,890,444,409,0,35,446,499
East North Central……………….,150,50,47,1,2,100,5730,5032,2191,2053,24,114,2841,2570
Iowa…………………………………….,8,2,2,0,0,6,247,231,118,118,0,0,113,155
Minnesota………………………………,18,9,7,0,2,9,967,743,417,382,0,35,326,701
Missouri………………………………...,14,2,2,0,0,12,551,480,172,172,0,0,308,71
NorthDakota……………………………,1,0,0,0,0,1,3,3,0,0,0,0,3,0
