Size of establishment (number of employees),Total — Number of situations,Total — Percent of total,Total — Cumulative percent of total,CA — Number,CA — Percent by size class,CB — Number,CB — Percent by size class,CC — Number,CC — Percent by size class,CD — Number,CD — Percent by size class,CE — Number,CE — Percent by size class,CG — Number,CG — Percent by size class,CP — Number,CP — Percent by size class,CA-CB combinations — Number,CA-CB combinations — Percent by size class,Other-C combinations — Number,Other-C combinations — Percent by size class
Total ULP situations all-size-classes,31357,100.0,,21873,100.0,6946,100.0,873,100.0,225,100.0,41,100.0,11,100.0,214,100.0,1154,100.0,256,100.0
Size-of-establishment,,,,,,,,,,,,,,,,,,,,,
