row_label,col_1,col_2
I. Operations in Fiscal Year 1993,I. Operations in Fiscal Year 1993,1
A. Summary,A. Summary,1
NLRB Administration,NLRB Administration,2
B. Operational Highlights,B. Operational Highlights,5
1. Unfair Labor Practices,1. Unfair Labor Practices,5
2. Representation Cases,2. Representation Cases,11
3. Elections,3. Elections,13
4. Decisions Issued,4. Decisions Issued,16
a. The Board,a. The Board,16
b. Regional Directors,b. Regional Directors,17
c. Administrative Law Judges,c. Administrative Law Judges,17
5. Court Litigation,5. Court Litigation,19
a. Appellate Courts,a. Appellate Courts,19
b. The Supreme Court,b. The Supreme Court,19
c. Contempt Actions,c. Contempt Actions,19
d. Miscellaneous Litigation,d. Miscellaneous Litigation,20
e. Injunction Activity,e. Injunction Activity,20
C. Decisional Highlights,C. Decisional Highlights,21
1. Permanently Replaced Economic Strikers,1. Permanently Replaced Economic Strikers,22
2. Showing of Interest,2. Showing of Interest,22
3. Access to Employer Property,3. Access to Employer Property,22
4. Employer Assistance to Labor Organization,4. Employer Assistance to Labor Organization,23
5. Paid Union Organizers as Employees,5. Paid Union Organizers as Employees,23
6. Employer's Duty to Furnish Information,6. Employer's Duty to Furnish Information,24
7. Resignation of Union Membership,7. Resignation of Union Membership,24
D. Financial Statement,D. Financial Statement,25
II. Board Procedure,II. Board Procedure,27
A. Limitation of Section 10(b),A. Limitation of Section 10(b),27
,,28
C. Postponement of Unfair Labor Practice Hearing,C. Postponement of Unfair Labor Practice Hearing,
D. Submission of Documents Out of Time,D. Submission of Documents Out of Time,29
E. Effect of Settlement Agreement,E. Effect of Settlement Agreement,30
F. Filing Deadline for an EAJA Application,F. Filing Deadline for an EAJA Application,31
G. Nexus Between Charge and Complaint,G. Nexus Between Charge and Complaint,32
III. Representation Proceedings,III. Representation Proceedings,35
A.,Permanently Replaced Economic Strikers,35
1. Unit Clarification Petition,B. Appropriate Unit Issues,36
,,36
2. Nonacute Care Facility,,37
