row_label,col_1,col_2
Eavenson & Levering Co,25,69
Ever-Tite Manufacturing Co,32,113
"Ferguson, R. W., and Roy Rutherford, d/b/a Independent Lumber Company",26,48
Frisbie Pie Company,29,92
"Galanot Products Company, The",31,68
Gastonia Weaving Company,30,145
"Gillespie, Milton L., d/b/a Gil'craft Furniture Company",27,179
Good Luck Glove Company,28,36
"Gotham Sales Co., Inc",30,18
Great Western Optical Co,30,121
Hanover Heel & Innersole Co,28,119
"Heinsheimer Bros., Inc",25,89
"Hoak, D. R. and A. R., co-partners, d/b/a West Coast Growers and Packers",29,25
"Hudson Iron & Metal Company, et al",32,154
Inland Manufacturing Company,26,60
"Iowa-Nebraska Light and Power Company, et al",29,18
Inland Rubber Corporation,27,158
Isbell Construction Company,27,99
"Johnsons' Spring Company, Inc",25,24
"Kaisel, Dora, d/b/a Kaisel Garment Company Kaplan Rice Milling Company, Inc",27 27,54 89
Lakeview Co-Operative Dairy,29,1
Lamm Lumber Company,27,211
"Lampl Knitwear Company, et al",32,169
"Lans Co., Wm",28,80
"Leopold Company, The",31,5
"LeTourneau, Inc., R G",29,141
"Lewis Knitting Mills, a partnership",32,169
"Lewis Lumber Company, et al",29,158
"Liquid Carbonic Corporation, The",30,128
"Lyons-Magnus, Inc., a corporation",27,216
"M. & M. Bakeries, Inc",32,83
Metropolitan Wire Goods Corporation,28,57
Midway Transportation Company,30,19
"Modecraft Co., Inc., The",27,118
"Monterey Sardine Industries, Inc., et al",26,19
,31,90
"National Metal Products Company, Inc Newark Milk and Cream Company of Newark, N. J., a corporation",26,61
Northampton Textile Company,28,49
Norwich Knitting Company,,
,30,129
Ozan Lumber Company,30,3
"Penney Company, J. C",31,146
"Pittsburgh Courier Publishing Company, The",28,64
Radio Condenser Company Republic Steel Corporation,31 29,141 38
"Ritholz, Benjamin D., Morris R., Fanny, Samuel J., Sylvia, and Sophie, d/b/a Ritholz Optical Company, Dr. and National",,
Optical Stores Company,29,125
"Robinson Company, H. L",28,95
"Ronnie Dress Co., et al Rosenow Company",32 27,168 172
